Move,Player
pd,B
dd,W
qp,B
dq,W
oq,B
qf,W
nc,B
qo,W
po,B
qn,W
pp,B
pj,W
do,B
co,W
dp,B
cp,W
eq,B
cn,W
qh,B
od,W
oe,B
qd,W
qc,B
pc,W
pe,B
qb,W
rc,B
oc,W
nd,B
rb,W
ob,B
pb,W
qe,B
ne,W
rd,B
nb,W
mb,B
oa,W
oh,B
qi,W
rh,B
pn,W
ol,B
om,W
pl,B
nl,W
nk,B
mk,W
nm,B
ml,W
nn,B
ql,W
ok,B
ni,W
qk,B
rk,W
qm,B
rl,W
pm,B
rm,W
on,B
pk,W
dn,B
dm,W
cq,B
dr,W
bq,B
cr,W
cm,B
cl,W
br,B
er,W
bm,B
bn,W
bl,B
bp,W
fq,B
fr,W
ck,B
dl,W
fo,B
dk,W
cj,B
dj,W
ao,B
ap,W
an,B
ar,W
am,B
bk,W
bj,B
gq,W
gp,B
hq,W
hp,B
ip,W
gm,B
ho,W
go,B
ep,W
fp,B
hn,W
fl,B
fj,W
il,B
jq,W
fc,B
me,W
ld,B
md,W
cf,B
ee,W
cc,B
gd,W
cd,B
gc,W
eb,B
hf,W
ij,B
nh,W
ig,B
ii,W
ji,B
jh,W
ih,B
hi,W
jj,B
kh,W
gh,B
gk,W
ei,B
hm,W
ej,B
di,W
ek,B
fm,W
bs,B
en,W
eo,B
cs,W
ak,B
gn,W
bo,B
eh,W
eg,B
fh,W
gi,B
hj,W
fi,B
gl,W
fg,B
dh,W
gf,B
ge,W
if,B
jd,W
kg,B
lh,W
kd,B
je,W
kf,B
he,W
gg,B
dg,W
df,B
kb,W
mg,B
ng,W
mc,B
kc,W
mh,B
lg,W
lf,B
mf,W
ef,B
ln,W
lc,B
gb,W
ib,B
jb,W
lo,B
lm,W
ko,B
lq,W
jn,B
jm,W
ic,B
jc,W
mq,B
mr,W
lr,B
kr,W
mj,B
lj,W
lk,B
nj,W
la,B
sb,W
nr,B
rf,W
