Move,Player
pd,B
dd,W
pq,B
dp,W
fq,B
cn,W
jp,B
pn,W
qo,B
pj,W
po,B
qf,W
nc,B
hq,W
hp,B
ip,W
iq,B
io,W
hr,B
jq,W
gq,B
ir,W
do,B
cp,W
co,B
bo,W
kq,B
hq,W
bn,B
iq,W
bp,B
eo,W
dn,B
en,W
ao,B
eq,W
gn,B
go,W
fc,B
cf,W
db,B
cc,W
cq,B
cr,W
bq,B
dr,W
ic,B
jd,W
jc,B
kd,W
he,B
of,W
rd,B
qq,W
or,B
qn,W
rn,B
rm,W
ro,B
on,W
mf,B
jf,W
md,B
kc,W
fe,B
re,W
qd,B
di,W
ck,B
jh,W
rl,B
ql,W
sm,B
nq,W
np,B
mp,W
no,B
id,W
hd,B
em,W
dl,B
rk,W
qm,B
pl,W
mq,B
lq,W
mr,B
kp,W
rj,B
qj,W
sk,B
ri,W
qk,B
cj,W
bj,B
bi,W
dj,B
ci,W
cb,B
lr,W
mo,B
lp,W
in,B
jn,W
im,B
jm,W
il,B
hn,W
hm,B
ho,W
mh,B
kk,W
hi,B
hg,W
ej,B
lb,W
mb,B
sd,W
sc,B
se,W
rb,B
ij,W
hj,B
fk,W
jj,B
fj,W
ji,B
kh,W
gh,B
ei,W
gg,B
jb,W
ib,B
hh,W
gi,B
ki,W
rh,B
qh,W
si,B
qi,W
rg,B
mi,W
nh,B
pg,W
ni,B
nj,W
mj,B
mk,W
li,B
kj,W
nk,B
oj,W
dq,B
ep,W
ne,B
nl,W
nr,B
ed,W
ik,B
fd,W
gd,B
gf,W
hf,B
ff,W
gl,B
bb,W
ba,B
bc,W
fg,B
ef,W
gb,B
dm,W
cm,B
bk,W
bl,B
aj,W
eg,B
dg,W
br,B
rc,W
qc,B
gk,W
hk,B
fn,W
gm,B
dk,W
cl,B
el,W
er,B
fr,W
cs,B
es,W
ee,B
eb,W
ec,B
dc,W
fb,B
ln,W
ml,B
ok,W
lk,B
mm,W
nk,B
lg,W
mg,B
mk,W
ge,B
df,W
nk,B
oo,W
op,B
mk,W
de,B
ce,W
nk,B
sh,W
sg,B
mk,W
ek,B
dk,W
nk,B
ih,W
mk,B
nn,W
ii,B
