Move,Player
pd,B
dd,W
qp,B
dp,W
cf,B
ch,W
fq,B
hq,W
oq,B
fp,W
cq,B
eq,W
co,B
cm,W
cp,B
dr,W
cr,B
ce,W
nc,B
df,W
qj,B
id,W
kc,B
kq,W
fc,B
ec,W
ee,B
fd,W
je,B
rp,W
qo,B
pi,W
qi,B
ph,W
ok,B
mh,W
ed,B
de,W
eb,B
dc,W
gd,B
fb,W
gc,B
ie,W
gf,B
jf,W
kf,B
jd,W
kg,B
md,W
kd,B
ke,W
le,B
mc,W
nb,B
jg,W
jh,B
ih,W
ji,B
kh,W
lh,B
ki,W
li,B
kj,W
ii,B
hi,W
hh,B
ig,W
jk,B
hg,W
mg,B
ib,W
gb,B
fe,W
db,B
cb,W
cc,B
da,W
fa,B
bc,W
gg,B
gh,W
ef,B
me,W
je,B
qd,W
qe,B
ke,W
dg,B
eg,W
ff,B
cg,W
je,B
kk,W
mj,B
ke,W
oe,B
lf,W
je,B
he,W
ge,B
ke,W
lg,B
ld,W
mf,B
ll,W
dm,B
dn,W
cn,B
cl,W
fh,B
fi,W
ei,B
eh,W
dl,B
en,W
fg,B
dh,W
fj,B
gi,W
fm,B
bn,W
bo,B
gk,W
hk,B
gl,W
gp,B
gq,W
jl,B
ln,W
lm,B
km,W
kl,B
mm,W
lk,B
bm,W
jm,B
jn,W
in,B
gm,W
jo,B
kn,W
hl,B
hj,W
jj,B
io,W
ho,B
ip,W
hn,B
gn,W
ck,B
bk,W
an,B
am,W
mq,B
ao,W
ap,B
ro,W
qq,B
ql,W
rn,B
re,W
qf,B
qc,W
rf,B
se,W
sc,B
sb,W
rb,B
qb,W
rc,B
ra,W
sa,B
qn,W
rm,B
sb,W
an,B
dk,W
sa,B
pn,W
qa,B
rq,W
rr,B
rl,W
sq,B
pa,W
ra,B
mb,W
ma,B
ob,W
pc,B
na,W
oa,B
ha,W
ga,B
na,W
bb,B
cd,W
oa,B
si,W
na,B
nk,W
nl,B
ol,W
om,B
pl,W
nm,B
qh,W
nj,B
pk,W
oj,B
pj,W
rj,B
rg,W
sg,B
oo,W
mo,B
sf,W
qg,B
sh,W
ri,B
sl,W
rh,B
sj,W
sg,B
sr,W
ss,B
rg,W
