Move,Player
qd,B
dc,W
dq,B
pp,W
ce,B
oc,W
hd,B
cd,W
ed,B
ec,W
fd,B
be,W
dd,B
bc,W
cf,B
bf,W
ch,B
cn,W
ld,B
qg,W
pe,B
pj,W
og,B
ck,W
ql,B
qn,W
pk,B
qj,W
oj,B
oi,W
ni,B
ok,W
nj,B
ol,W
pm,B
mk,W
pn,B
qo,W
qk,B
rj,W
nn,B
oh,W
nh,B
pg,W
of,B
mm,W
op,B
oo,W
po,B
pq,W
qp,B
qq,W
rp,B
rq,W
mp,B
jl,W
oq,B
lb,W
jj,B
jc,W
do,B
bp,W
dn,B
cm,W
jo,B
hl,W
re,B
rm,W
nb,B
mc,W
nc,B
nd,W
ob,B
md,W
lf,B
je,W
hn,B
if,W
hj,B
fl,W
gg,B
lp,W
lo,B
fn,W
gm,B
gl,W
im,B
mq,W
kp,B
gn,W
il,B
fq,W
fp,B
gp,W
ep,B
ho,W
gq,B
hq,W
gr,B
pc,W
pb,B
ik,W
jk,B
in,W
jn,B
hm,W
jm,B
np,W
lq,B
or,W
no,B
mg,W
mf,B
ng,W
nf,B
mh,W
mi,B
kg,W
lj,B
oe,W
qc,B
ki,W
kf,B
jg,W
li,B
kh,W
pf,B
kj,W
lk,B
kk,W
ll,B
kl,W
lm,B
ij,W
rl,B
sk,W
hb,B
hg,W
hf,B
hh,W
qm,B
ro,W
rg,B
rh,W
qf,B
hr,W
fr,B
ph,W
ic,B
jd,W
nq,B
cq,W
cr,B
br,W
dr,B
fb,W
fh,B
gh,W
gf,B
fi,W
ei,B
eh,W
fg,B
di,W
ej,B
fj,W
sm,B
rn,W
dj,B
cj,W
ci,B
ek,W
dh,B
nr,W
mr,B
kr,W
sl,B
sg,W
rf,B
rk,W
jb,B
kb,W
