Move,Player
qd,B
pp,W
dc,B
cp,W
cf,B
od,W
oc,B
nc,W
pc,B
md,W
qf,B
dd,W
ed,B
de,W
cc,B
ic,W
dh,B
ep,W
jq,B
hq,W
nq,B
qn,W
pq,B
qq,W
qr,B
oq,W
pr,B
op,W
or,B
np,W
mq,B
mp,W
cq,B
bo,W
ck,B
lq,W
lr,B
mr,W
nr,B
kr,W
kq,B
ls,W
lp,B
lo,W
lr,B
pd,W
lq,B
qc,W
qb,B
rc,W
rb,B
ob,W
pb,B
qe,W
rd,B
re,W
sc,B
pf,W
qj,B
qh,W
qm,B
rm,W
ql,B
rl,W
pn,B
qo,W
nl,B
ej,W
dj,B
ll,W
mj,B
oj,W
ok,B
nj,W
mk,B
kj,W
pj,B
rk,W
ki,B
li,W
mi,B
lh,W
ph,B
oh,W
pg,B
og,W
qg,B
mh,W
rf,B
df,W
ff,B
eg,W
hd,B
hc,W
dg,B
ef,W
gc,B
id,W
he,B
eh,W
ek,B
bf,W
cg,B
bd,W
ei,B
gh,W
gb,B
ie,W
hg,B
fe,W
gf,B
fd,W
ec,B
ee,W
fi,B
gg,W
gd,B
if,W
hf,B
gi,W
bc,B
dq,W
ig,B
gk,W
rq,B
qk,W
pk,B
om,W
jg,B
fm,W
ne,B
nd,W
kf,B
le,W
go,B
gp,W
ir,B
bl,W
em,B
en,W
dm,B
cl,W
fj,B
ii,W
dn,B
bn,W
eo,B
ho,W
gn,B
dl,W
gj,B
hj,W
hk,B
gl,W
el,B
hn,W
gr,B
ac,W
ab,B
ad,W
ba,B
ci,W
gm,B
hl,W
hm,B
im,W
fl,B
hr,W
hs,B
cj,W
di,B
er,W
ia,B
jb,W
pm,B
on,W
se,B
pe,W
ke,B
kd,W
lf,B
rj,W
jj,B
ji,W
kk,B
kh,W
ik,B
il,W
lk,B
jl,W
jk,B
oi,W
rh,B
nk,W
kl,B
ol,W
kn,B
ko,W
jn,B
in,W
jo,B
km,W
lm,B
ln,W
jm,B
jp,W
ip,B
hp,W
kp,B
pl,W
me,B
