Move,Player
qd,B
dc,W
pq,B
cq,W
nc,B
po,W
qo,B
qn,W
qp,B
pd,W
qe,B
pn,W
nq,B
pp,W
qq,B
qj,W
ce,B
ci,W
ed,B
ec,W
fd,B
gc,W
cc,B
fp,W
fc,B
fb,W
gb,B
eb,W
pk,B
hc,W
qk,B
mo,W
dd,B
cb,W
lp,B
jp,W
lo,B
mm,W
lm,B
ll,W
mn,B
nn,W
ln,B
nl,W
pj,B
jl,W
ck,B
ei,W
cp,B
dp,W
co,B
do,W
bq,B
cn,W
bn,B
bm,W
dq,B
cr,W
cm,B
dn,W
bo,B
cl,W
dr,B
br,W
ar,B
eq,W
er,B
fr,W
bs,B
qc,W
pc,B
pb,W
oc,B
rc,W
in,B
dm,W
gq,B
fq,W
dh,B
ch,W
jc,B
pf,W
pe,B
nf,W
ob,B
qa,W
qg,B
oh,W
pg,B
ie,W
bc,B
kq,W
ho,B
hp,W
gp,B
es,W
cs,B
hq,W
mk,B
ml,W
il,B
ik,W
hl,B
pi,W
qi,B
oj,W
ke,B
qh,W
ri,B
kg,W
go,B
gr,W
oa,B
sb,W
rd,B
ra,W
jm,B
jk,W
og,B
ng,W
bb,B
md,W
lf,B
lc,W
kc,B
lb,W
hd,B
hb,W
id,B
of,W
qf,B
me,W
oe,B
lg,W
he,B
dg,W
ih,B
ig,W
hg,B
hf,W
gg,B
gf,W
ff,B
if,W
jh,B
kf,W
fh,B
hi,W
hh,B
ki,W
eh,B
bf,W
ca,B
ia,W
dk,B
di,W
fk,B
el,W
ek,B
bk,W
ok,B
nk,W
lq,B
ef,W
ge,B
eg,W
fg,B
kr,W
cf,B
cg,W
be,B
ns,W
mr,B
ms,W
ls,B
lr,W
os,B
ks,W
nr,B
rl,W
rk,B
rn,W
ro,B
ag,W
jb,B
db,W
ph,B
oi,W
le,B
je,W
kd,B
gk,W
fi,B
hk,W
gj,B
mp,W
jg,B
jf,W
mf,B
ne,W
kh,B
lh,W
ql,B
qm,W
op,B
ls,W
oq,B
no,W
jo,B
kp,W
ji,B
jj,W
ja,B
ga,W
hj,B
mq,W
gm,B
km,W
kn,B
kl,W
fn,B
so,W
sp,B
sn,W
qs,B
ee,W
fe,B
sk,W
sj,B
sl,W
oo,B
on,W
ol,B
om,W
mc,B
ld,W
cj,B
bj,W
mb,B
ko,W
jn,B
ma,W
na,B
la,W
ib,B
ha,W
fl,B
sd,W
se,B
ij,W
ii,B
ej,W
fj,B
nd,W
od,B
da,W
ba,B
em,W
li,B
kj,W
nj,B
nh,W
mg,B
mh,W
fo,B
gl,W
fm,B
ip,W
eo,B
io,W
hn,B
ep,W
pa,B
qb,W
am,B
al,W
an,B
