Move,Player
pd,B
dd,W
pq,B
dp,W
fc,B
cf,W
ql,B
qf,W
qe,B
pf,W
nd,B
pi,W
qj,B
lc,W
id,B
je,W
ld,B
jd,W
mc,B
ec,W
fd,B
ic,W
kc,B
hd,W
ef,B
gf,W
gb,B
eb,W
ib,B
qi,W
pj,B
oj,W
oi,B
oe,W
oh,B
od,W
oc,B
qc,W
pc,B
re,W
ri,B
qb,W
fq,B
ip,W
cn,B
fo,W
cq,B
dq,W
cp,B
do,W
kq,B
co,W
bo,B
bn,W
bm,B
bp,W
an,B
bq,W
en,B
dn,W
dm,B
em,W
dl,B
qo,W
rg,B
qd,W
po,B
pn,W
oo,B
qq,W
qr,B
qp,W
or,B
qm,W
pl,B
on,W
nn,B
rr,W
rs,B
sr,W
eo,B
cr,W
fn,B
nq,W
oq,B
kp,W
jq,B
jp,W
iq,B
lq,W
lp,B
hq,W
hr,B
mp,W
lo,B
mo,W
lr,B
mq,W
kn,B
mn,W
nm,B
mr,W
no,B
ln,W
ko,B
km,W
jn,B
hp,W
gq,B
gn,W
go,B
ho,W
jm,B
gp,W
kr,B
jl,W
hm,B
il,W
hn,B
ll,W
kk,B
kl,W
fm,B
ep,W
gl,B
ir,W
is,B
ji,W
mm,B
lm,W
cg,B
bg,W
bf,B
be,W
df,B
ce,W
bh,B
af,W
jg,B
ih,W
ig,B
hh,W
hg,B
gg,W
gh,B
kf,W
ki,B
lh,W
kh,B
li,W
kj,B
mk,W
ij,B
hj,W
ik,B
hk,W
fh,B
hi,W
kg,B
lg,W
he,B
hf,W
if,B
om,W
ol,B
nl,W
pp,B
np,W
rn,B
qn,W
rm,B
ps,W
os,B
ns,W
ro,B
rp,W
qs,B
