Move,Player
qd,B
dd,W
pq,B
dp,W
fc,B
cf,W
lc,B
po,W
qo,B
qn,W
qp,B
pm,W
cq,B
dq,W
cp,B
cn,W
on,B
om,W
co,B
do,W
bn,B
nn,W
mq,B
cm,W
bm,B
cl,W
ph,B
id,W
cb,B
pg,W
og,B
pf,W
od,B
of,W
qh,B
oh,W
ng,B
nf,W
oi,B
nh,W
mg,B
mf,W
mj,B
nd,W
nc,B
mh,W
lg,B
li,W
md,B
le,W
jg,B
rd,W
qe,B
rg,W
re,B
qg,W
pj,B
lj,W
mk,B
je,W
mm,B
ok,W
ni,B
ji,W
mn,B
np,W
nq,B
pk,W
hg,B
hi,W
ge,B
ec,W
fd,B
if,W
dc,B
cc,W
db,B
hf,W
ql,B
qk,W
rn,B
pp,W
oq,B
mi,W
nj,B
qq,W
rm,B
rq,W
rp,B
sp,W
ro,B
pr,W
or,B
qs,W
rk,B
qj,W
rj,B
qi,W
no,B
ri,W
os,B
fg,W
bl,B
ck,W
hp,B
hn,W
kl,B
cd,W
bk,B
bb,W
ed,B
ib,W
hc,B
il,W
jo,B
hr,W
hq,B
ir,W
fq,B
gr,W
fo,B
er,W
en,B
cr,W
br,B
bs,W
ar,B
kq,W
jq,B
jr,W
el,B
fm,W
em,B
dj,W
ej,B
jp,W
in,B
im,W
ip,B
iq,W
jm,B
sl,W
ps,B
rr,W
qr,B
lp,W
ei,B
ch,W
jk,B
ik,W
jj,B
ij,W
mp,B
jl,W
kk,B
pi,W
nm,B
hb,W
gb,B
eb,W
ea,B
ca,W
fb,B
pn,W
sm,B
kn,W
jn,B
ko,W
km,B
kb,W
bi,B
na,W
mb,B
qc,W
pc,B
rb,W
sc,B
pb,W
rc,B
ma,W
la,B
lb,W
oa,B
ka,W
nb,B
bh,W
lr,B
fp,W
gp,B
ep,W
gm,B
gl,W
fl,B
hm,W
gn,B
ho,W
go,B
hd,W
fh,B
gh,W
ga,B
bj,W
aj,B
ci,W
cj,B
ap,W
bp,B
bj,W
kd,B
ai,W
eg,B
ff,W
ke,B
kf,W
gk,B
gj,W
ef,B
jc,W
gq,B
kr,W
de,B
ce,W
fr,B
fs,W
fj,B
hk,W
hl,B
la,W
ob,B
gl,W
gs,B
hs,W
hl,B
bq,W
aq,B
gl,W
gf,B
gg,W
hl,B
sj,W
rl,B
gl,W
gi,B
fi,W
lk,B
kj,W
gi,B
hh,W
hj,B
me,W
kc,B
gj,W
ha,B
jf,W
hl,B
lq,W
mr,B
gl,W
ki,B
kh,W
hj,B
fe,W
gd,B
gj,W
lh,B
ki,W
hj,B
si,W
sk,B
gj,W
dr,B
ds,W
hj,B
sb,W
qb,B
gj,W
ia,B
fk,W
ek,B
jb,W
ba,B
gk,W
ee,B
op,W
