Move,Player
pd,B
dd,W
qp,B
dq,W
nq,B
qf,W
nc,B
pk,W
qh,B
qn,W
qe,B
pf,W
oh,B
ne,W
rf,B
ld,W
fc,B
id,W
do,B
oc,W
od,B
nd,W
mc,B
ob,W
lc,B
qc,W
kd,B
le,W
ke,B
kf,W
jf,B
lg,W
pc,B
pb,W
rc,B
rg,W
re,B
rb,W
qd,B
qg,W
qb,B
jg,W
if,B
gd,W
ig,B
jh,W
ih,B
ji,W
fd,B
fe,W
ge,B
ee,W
hb,B
pi,W
gf,B
ch,W
cj,B
eb,W
fb,B
oo,W
op,B
no,W
lp,B
jq,W
rn,B
np,W
oq,B
rm,W
kq,B
jp,W
qm,B
qo,W
ro,B
rl,W
ln,B
kc,W
jc,B
fp,W
cq,B
cr,W
cp,B
dm,W
fo,B
go,W
ep,B
fq,W
fn,B
dk,W
dj,B
ej,W
ck,B
kb,W
jb,B
rp,W
rq,B
pp,W
qq,B
ek,W
cl,B
cm,W
dh,B
cg,W
ei,B
en,W
eo,B
hj,W
br,B
dr,W
cc,B
cd,W
db,B
bc,W
ho,B
gp,W
gn,B
jn,W
im,B
jm,W
il,B
gk,W
jl,B
kl,W
kk,B
jk,W
eq,B
er,W
io,B
hq,W
lk,B
fh,W
fi,B
gi,W
gh,B
gg,W
hh,B
ff,W
bm,B
bn,W
am,B
cn,W
bi,B
ik,W
km,B
bk,W
ak,B
aj,W
bl,B
al,W
fj,B
fk,W
ak,B
lb,W
mb,B
al,W
an,B
bo,W
ak,B
mm,W
ll,B
al,W
ao,B
bp,W
ak,B
hf,W
ai,B
je,W
jd,B
ie,W
oj,B
ok,W
ph,B
md,W
ka,B
nj,W
rh,B
sg,W
mf,B
lf,W
of,B
oe,W
mi,B
ng,W
og,B
pe,W
eg,B
fg,W
rk,B
qk,W
pm,B
sn,W
sp,B
om,W
ol,B
nl,W
on,B
nn,W
nm,B
pl,W
mj,B
ni,W
po,B
om,W
pn,B
mh,W
