Move,Player
pd,B
dd,W
qp,B
dq,W
co,B
oq,W
pq,B
op,W
pn,B
lp,W
ep,B
eq,W
fp,B
gq,W
kp,B
ko,W
jp,B
jo,W
ip,B
gp,W
io,B
lo,W
go,B
cp,W
dp,B
cq,W
dn,B
cj,W
cf,B
ce,W
df,B
fd,W
di,B
dj,W
ej,B
ci,W
ei,B
cm,W
bp,B
bq,W
dk,B
gn,W
el,B
fo,W
ho,B
dm,W
em,B
en,W
bn,B
hm,W
im,B
il,W
fm,B
dh,W
eh,B
eg,W
ch,B
dg,W
cg,B
ef,W
ck,B
de,W
bh,B
nc,W
qf,B
pl,W
qm,B
kd,W
jm,B
ap,W
bo,B
hk,W
hn,B
po,W
qo,B
on,W
ic,B
jc,W
ie,B
ig,W
fb,B
gc,W
cc,B
db,W
fc,B
ec,W
gd,B
hc,W
fe,B
ed,W
ib,B
hd,W
id,B
ge,W
ke,B
le,W
kf,B
lf,W
lg,B
kg,W
ld,B
jf,W
je,B
md,W
lc,B
lb,W
kc,B
kb,W
jd,B
pc,W
qc,B
od,W
kh,B
jg,W
hg,B
hh,W
hf,B
pe,W
qd,B
qe,W
re,B
pf,W
rf,B
ii,W
nf,B
mg,W
lh,B
ng,W
og,B
mi,W
lj,B
ni,W
kk,B
jl,W
nk,B
gg,W
mc,B
mb,W
jb,B
pg,W
km,B
kl,W
ll,B
lm,W
mm,B
ln,W
pk,B
ql,W
qk,B
pm,W
qn,B
rl,W
qh,B
ml,W
oh,B
ph,W
oi,B
pi,W
of,B
oj,W
mf,B
me,W
nj,B
ok,W
mh,B
oe,W
nh,B
lk,W
nl,B
rh,W
be,B
bd,W
bf,B
bc,W
ol,B
pj,W
rm,B
om,W
qg,B
qi,W
pb,B
ob,W
oc,B
or,W
pr,B
pc,W
ri,B
rj,W
oc,B
ps,W
qs,B
os,W
qr,B
pc,W
qb,B
nm,W
mj,B
kq,W
jr,B
hr,W
lr,B
lq,W
ir,B
hb,W
mr,B
kr,W
ks,B
fh,W
ha,B
ga,W
ia,B
gb,W
gm,B
fq,W
fn,B
fj,W
jj,B
ji,W
ki,B
fi,W
ek,B
mq,W
gk,B
gj,W
ij,B
hj,W
sh,B
si,W
sg,B
sm,W
sn,B
sl,W
gf,B
he,W
if,B
ff,W
jh,B
ih,W
oa,B
na,W
pa,B
hl,W
oc,B
nb,W
ne,B
nd,W
ao,B
aq,W
nr,B
pp,W
rq,B
ri,W
rg,B
ns,W
ls,B
ae,W
af,B
ad,W
nq,B
np,W
ka,B
la,W
hs,B
gs,W
is,B
hq,W
pc,B
fk,W
gl,B
ja,W
mk,B
ll,W
ka,B
jk,W
kj,B
ja,W
fs,B
gr,W
ka,B
so,W
rn,B
ja,W
bs,B
ds,W
ka,B
ms,W
js,B
ja,W
dr,B
cr,W
ka,B
rd,W
rc,B
ja,W
cs,B
er,W
ka,B
sd,W
sc,B
ja,W
eo,B
kn,W
in,B
ka,W
