Move,Player
qd,B
dp,W
cd,B
pp,W
oc,B
ed,W
ec,B
fc,W
dc,B
gd,W
cf,B
kc,W
fq,B
ip,W
kq,B
ir,W
nq,B
oq,W
np,B
pn,W
dn,B
eq,W
fp,B
eo,W
hq,B
iq,W
er,B
cq,W
gn,B
en,W
jo,B
lq,W
lp,B
io,W
in,B
jn,W
jm,B
go,W
kn,B
fo,W
hc,B
gb,W
jc,B
jd,W
kd,B
id,W
lc,B
kb,W
lb,B
ke,W
ld,B
jb,W
qj,B
pi,W
qo,B
qp,W
rp,B
rq,W
pj,B
qe,W
pe,B
pf,W
qf,B
re,W
rd,B
pg,W
oi,B
oh,W
ni,B
oe,W
pd,B
le,W
ic,B
ib,W
je,B
ie,W
jf,B
md,W
mc,B
lg,W
kg,B
qi,W
rf,B
mi,W
ro,B
po,W
rr,B
sq,W
ql,B
pl,W
rk,B
qr,W
mg,B
mf,W
lh,B
ng,W
mh,B
nh,W
lf,B
oj,W
nj,B
ok,W
nk,B
nl,W
lj,B
ri,W
rj,B
nd,W
em,B
dg,W
df,B
fg,W
dr,B
gr,W
bo,B
bp,W
co,B
cp,W
di,B
cg,W
eg,B
eh,W
ef,B
dh,W
ci,B
ei,W
ej,B
fj,W
ek,B
ff,W
hf,B
ge,W
cr,B
br,W
hb,B
ha,W
ka,B
gc,W
do,B
ep,W
fh,B
gh,W
me,B
ne,W
qg,B
of,W
bg,B
