Move,Player
pd,B
dd,W
qp,B
dq,W
np,B
qf,W
pi,B
nd,W
pf,B
qc,W
qe,B
pc,W
lc,B
mc,W
ld,B
nf,W
hc,B
dn,W
cf,B
ci,W
ef,B
ce,W
bg,B
fc,W
be,B
bd,W
cc,B
cd,W
bc,B
ae,W
eb,B
ff,W
ee,B
dc,W
db,B
fe,W
fd,B
gd,W
ed,B
ec,W
gc,B
fb,W
fg,B
ea,W
gf,B
iq,W
kq,B
qn,W
qo,B
on,W
ql,B
qg,W
pg,B
re,W
lm,B
ok,W
qj,B
mn,W
ko,B
mk,W
oe,B
ne,W
rd,B
qd,W
rf,B
pe,W
ca,B
bb,W
qe,B
op,W
oq,B
pe,W
ab,B
ba,W
qe,B
nq,W
mq,B
pe,W
nl,B
nr,W
or,B
qe,W
ol,B
mp,W
no,B
ln,W
kn,B
lq,W
mr,B
lr,W
ns,B
lp,W
jq,B
mm,W
kl,B
ml,W
ip,B
kk,W
jk,B
kj,W
jj,B
kh,W
ji,B
pk,W
pl,B
nk,W
qk,B
om,W
rn,B
lg,W
bf,B
ad,W
cl,B
dl,W
dk,B
ck,W
dm,B
el,W
cm,B
em,W
cn,B
dj,W
dp,B
cq,W
ek,B
dg,W
ej,B
df,W
bk,B
ep,W
bi,B
hp,W
hq,B
ir,W
fp,B
ho,W
gq,B
fo,W
jr,B
io,W
jp,B
do,W
kf,B
fr,W
fq,B
eq,W
er,B
es,W
im,B
jh,W
lb,B
id,W
hd,B
ih,W
gr,B
dr,W
ch,B
if,W
ic,B
hj,W
gk,B
hl,W
hk,B
il,W
jl,B
oh,W
ph,B
dh,W
nb,B
ik,W
ij,B
gj,W
fl,B
fj,W
fk,B
jo,W
kp,B
ks,W
hn,B
js,W
hg,B
jf,W
qa,B
ra,W
rh,B
rg,W
hh,B
cg,W
bh,B
pn,W
qm,B
pp,W
pq,B
de,W
ge,B
ei,W
fm,B
gn,W
gm,B
en,W
fi,B
ia,W
bp,B
bo,W
bn,B
bq,W
oi,B
ni,W
qh,B
fh,W
gi,B
ro,W
rm,B
ap,W
mi,B
mh,W
pa,B
mb,W
nc,B
md,W
ma,B
rb,W
jd,B
jb,W
jc,B
cj,W
bj,B
di,W
ki,B
li,W
lj,B
mj,W
lk,B
qq,W
qr,B
an,W
am,B
ao,W
of,B
od,W
gb,B
ga,W
lf,B
ob,W
oa,B
gh,W
hi,B
bl,W
al,B
co,W
bm,B
ke,W
le,B
je,W
ng,B
nh,W
mg,B
oj,W
ie,B
sh,W
