Move,Player
pd,B
dd,W
pp,B
dq,W
co,B
ck,W
fp,B
do,W
dn,B
eo,W
cp,B
fo,W
dp,B
ep,W
eq,B
fq,W
er,B
gp,W
dr,B
qc,W
qd,B
pc,W
nc,B
nb,W
mc,B
oc,W
od,B
mb,W
lc,B
ne,W
cm,B
nd,W
le,B
lf,W
rc,B
rb,W
re,B
sc,W
qh,B
pf,W
qf,B
ke,W
me,B
mf,W
nf,B
oe,W
jc,B
md,W
ld,B
ng,W
kf,B
je,W
hc,B
kg,W
rd,B
lb,W
jd,B
fc,W
ie,B
if,W
he,B
gg,W
be,B
kb,W
fd,B
ec,W
ff,B
cf,W
bf,B
cg,W
cc,B
cd,W
bd,B
cb,W
bb,B
dc,W
bc,B
gf,W
ge,B
ee,W
fe,B
eh,W
fh,B
fg,W
ef,B
ce,W
hf,B
gh,W
ig,B
jf,W
hg,B
ii,W
jh,B
kj,W
ji,B
jj,W
li,B
pi,W
qi,B
ni,W
lj,B
pk,W
ll,B
np,W
ij,B
qn,W
nq,B
mq,W
oq,B
mp,W
rp,B
kl,W
lm,B
qj,W
ik,B
km,W
ln,B
kn,W
lo,B
jp,W
hi,B
fj,W
kp,B
kq,W
jo,B
ko,W
lp,B
jq,W
jl,B
jn,W
kk,B
mk,W
lk,B
mr,W
rn,B
rm,W
qo,B
pn,W
bh,B
bg,W
ag,B
ch,W
bi,B
cj,W
bl,B
sn,W
ro,B
os,W
ns,B
nr,W
or,B
ms,W
pr,B
fr,W
fs,B
gs,W
es,B
gr,W
in,B
io,W
jm,B
jo,W
bk,B
rj,W
pe,B
of,W
ri,B
bj,W
aj,B
im,W
gm,B
hn,W
eg,B
fi,W
sb,B
sa,W
nl,B
em,W
gk,B
si,W
sh,B
sj,W
pg,B
og,W
ph,B
rg,W
rh,B
oh,W
qg,B
bn,W
cn,B
cl,W
bm,B
af,W
ae,B
nk,W
ol,B
op,W
rr,B
pl,W
om,B
fl,W
hm,B
gj,W
hj,B
cq,W
cr,B
db,W
ci,B
di,W
ek,B
fk,W
dl,B
dj,W
dm,B
ak,W
al,B
gb,W
hb,B
gc,W
jb,B
kh,W
ki,B
gn,W
ca,B
da,W
ba,B
nn,W
ok,B
oj,W
mi,B
mh,W
ml,B
nj,W
lq,B
lr,W
qb,B
pb,W
sd,B
qa,W
sb,B
ai,W
ah,B
sc,W
so,B
sm,W
sb,B
qq,W
qr,B
sc,W
pm,B
qm,W
sb,B
bq,W
br,B
sc,W
dg,B
dh,W
sb,B
