Move,Player
qd,B
dc,W
pq,B
dp,W
nc,B
po,W
qo,B
qn,W
qp,B
pm,W
cq,B
cp,W
dq,B
fq,W
eq,B
ep,W
fr,B
ci,W
pj,B
mp,W
gq,B
fp,W
bq,B
ho,W
gd,B
de,W
jd,B
qh,W
ql,B
rn,W
pl,B
pp,W
oq,B
qq,W
qr,B
rq,W
mq,B
lq,W
lp,B
mo,W
kq,B
nq,W
lr,B
mr,W
oh,B
lq,W
cd,B
dd,W
mq,B
qf,W
of,B
pe,W
pd,B
oe,W
ne,B
od,W
oc,B
nd,W
md,B
pc,W
qc,B
mc,W
me,B
pb,W
mb,B
qb,W
rb,B
rc,W
rd,B
lc,W
oa,B
ra,W
sb,B
nf,W
mf,B
pi,W
oi,B
qj,W
oj,B
re,W
sd,B
rk,W
op,B
oo,W
np,B
lq,W
no,B
mq,W
mn,B
om,W
nn,B
lo,W
on,B
pn,W
rr,B
sq,W
rl,B
or,W
pr,B
ml,W
ln,B
ri,W
ko,B
kp,W
jp,B
kr,W
lp,B
kn,W
km,B
jn,W
jr,B
kp,W
ol,B
nm,W
lp,B
jo,W
ll,B
sm,W
kp,B
ls,W
ip,B
hp,W
hq,B
io,W
iq,B
os,W
il,B
gl,W
fn,B
em,W
hm,B
en,W
hj,B
lb,W
ob,B
ic,W
id,B
hc,W
hd,B
ma,W
gc,B
nb,W
qa,B
lk,W
kk,B
mj,W
li,B
hk,W
gj,B
ik,W
lj,B
mk,W
jj,B
ej,W
fk,B
fm,W
ek,B
jl,W
jm,B
jk,W
kl,B
ij,W
ii,B
ji,W
kj,B
hi,W
ih,B
er,W
dr,B
hh,W
fh,B
hg,W
fg,B
jg,W
jh,B
kh,W
ki,B
ig,W
ji,B
ke,W
kf,B
je,W
kd,B
ld,W
le,B
ng,W
pf,B
qe,W
lh,B
fe,W
ge,B
gr,W
es,B
mg,W
lf,B
og,W
nh,B
dk,W
dl,B
dj,W
fj,B
el,W
dg,B
cg,W
jb,B
kb,W
cc,B
ff,W
gf,B
fi,W
gi,B
ei,W
gh,B
eg,W
eh,B
dh,W
ef,B
db,W
hl,B
ce,W
jc,B
gk,W
gm,B
fl,W
ee,B
fd,W
ed,B
fc,W
ec,B
fb,W
gg,B
ka,W
eb,B
ea,W
pa,B
na,W
dn,B
dm,W
cm,B
cl,W
eo,B
dl,W
cb,B
da,W
be,B
bf,W
af,B
ca,W
ba,B
bc,W
cn,B
fo,W
bo,B
bp,W
ap,B
bm,W
bn,B
am,W
gb,B
fa,W
rg,B
ph,W
gn,B
do,W
bl,B
bk,W
sr,B
rp,W
se,B
sl,W
lg,B
mm,W
lm,B
ja,W
