Move,Player
pd,B
dd,W
pq,B
dp,W
pk,B
nc,W
qf,B
jd,W
fq,B
cn,W
cf,B
fc,W
dj,B
hq,W
lp,B
eq,W
fp,B
ho,W
en,B
fr,W
cm,B
dn,W
dm,B
em,W
fn,B
el,W
dk,B
gm,W
gn,B
hn,W
fm,B
ek,W
gl,B
ej,W
di,B
hm,W
fl,B
ei,W
hl,B
dh,W
ch,B
eh,W
dg,B
ci,W
bj,B
bi,W
cj,B
bh,W
bn,B
cg,W
bo,B
cp,W
gr,B
er,W
hr,B
bp,W
bl,B
jq,W
ip,B
iq,W
gq,B
ko,W
jn,B
jo,W
jl,B
km,W
jm,B
lo,W
mp,B
lk,W
hp,B
io,W
lm,B
mm,W
ll,B
ml,W
ln,B
mo,W
mk,B
no,W
op,B
oo,W
nk,B
qp,W
qq,B
np,W
nq,B
pp,W
oq,B
qm,W
om,B
ol,W
pm,B
pn,W
ql,B
rl,W
rm,B
qn,W
rk,B
lr,W
mr,B
lq,W
mq,B
lj,W
ij,B
kh,W
ih,B
kf,W
pl,B
rn,W
mh,B
jj,W
ji,B
ki,W
jk,B
kn,W
kl,B
nm,W
if,B
he,W
kj,B
mi,W
nh,B
lg,W
md,B
ni,W
oh,B
oi,W
pi,B
ph,W
hf,B
ge,W
pg,B
hi,W
jg,B
pj,W
qh,B
ok,W
qj,B
oj,W
gi,B
gj,W
hj,B
gh,W
hh,B
mc,W
bg,B
ch,W
cd,B
cc,W
de,B
bd,W
be,B
ce,W
mn,B
nn,W
cd,B
bc,W
ed,B
dc,W
ff,B
gf,W
gg,B
fg,W
fh,B
eg,W
ef,B
fe,W
ee,B
fd,W
ld,B
lc,W
pb,B
oc,W
kd,B
kc,W
je,B
pc,W
qc,B
ie,W
jc,B
id,W
lh,B
li,W
kg,B
qd,W
rb,B
rc,W
qb,B
pe,W
rd,B
od,W
qe,B
ne,W
mf,B
sm,W
rp,B
ro,W
ma,B
mb,W
fj,B
af,W
ae,B
ce,W
po,B
qo,W
cd,B
ag,W
bf,B
ah,W
fk,B
ec,W
ap,B
aq,W
ao,B
br,W
