Move,Player
qd,B
dc,W
pq,B
dp,W
de,B
ce,W
cf,B
cd,W
dg,B
ch,W
bf,B
fd,W
dk,B
cm,W
ei,B
oc,W
pn,B
pf,W
od,B
nd,W
oe,B
pc,W
of,B
qc,W
pg,B
fq,W
hc,B
ef,W
df,B
fc,W
bk,B
kc,W
jp,B
ql,W
qj,B
ol,W
qn,B
oj,W
cp,B
cq,W
co,B
do,W
bq,B
br,W
cr,B
dq,W
ar,B
cl,W
ck,B
bs,W
pk,B
pl,W
qh,B
nm,W
no,B
pr,W
qq,B
rd,W
ml,B
mm,W
ok,B
ll,W
nk,B
mo,W
mp,B
lo,W
lp,B
ko,W
iq,B
lj,W
md,B
nc,W
bo,B
dr,W
al,B
ej,W
fj,B
fi,W
di,B
gj,W
fk,B
fh,W
je,B
id,W
ie,B
jd,W
ke,B
me,W
gf,B
he,W
hf,B
ig,W
kg,B
gk,W
fl,B
ji,W
hh,B
ih,W
gh,B
gi,W
ij,B
ff,W
jj,B
kj,W
hi,B
kh,W
mg,B
qr,W
rr,B
if,W
il,B
eh,W
dh,B
jr,W
kp,B
in,W
hm,B
gl,W
hn,B
jk,W
ik,B
ir,W
kl,B
mk,W
ge,B
hd,W
gq,B
gp,W
hq,B
io,W
fm,B
lr,W
mr,B
gm,W
ho,B
nr,W
ms,B
oo,W
on,B
ro,W
nn,B
nj,W
nl,B
km,W
fn,B
hp,W
ip,B
fo,W
gn,B
ri,W
qi,B
qk,W
pj,B
rj,W
mi,B
mj,W
kd,B
oh,W
og,B
ne,W
mf,B
lh,W
re,B
pd,W
pe,B
qe,W
qf,B
rg,W
rh,B
sh,W
qd,B
rp,W
om,B
rn,W
jm,B
jg,W
kf,B
ii,W
hj,B
oq,W
rq,B
pp,W
qp,B
qo,W
po,B
op,W
np,B
or,W
lc,B
jc,W
mb,B
kb,W
sf,B
mc,W
dd,B
ed,W
fr,B
er,W
cc,B
cb,W
bc,B
bb,W
bd,B
dn,W
rm,B
qm,W
qs,B
ps,W
ns,B
sr,W
sq,B
rs,W
ss,B
nf,W
ng,B
sr,W
gd,B
gc,W
ss,B
rl,W
ni,B
li,W
qs,B
sg,W
rc,B
qe,W
sd,B
qd,W
rf,B
rb,W
oi,B
rs,W
ee,B
fe,W
qs,B
bm,W
am,B
rs,W
db,B
ec,W
qs,B
mh,W
nh,B
rs,W
eg,B
fg,W
qs,B
an,W
nq,B
bn,W
ab,B
eb,W
gr,B
sp,W
os,B
kk,W
ld,B
lb,W
jl,B
si,W
sb,B
sc,W
mn,B
lm,W
rc,B
lg,W
lf,B
sc,W
sn,B
sm,W
rc,B
qa,W
qg,B
sc,W
jo,B
jn,W
rc,B
bl,W
ak,B
sc,W
ba,B
da,W
rc,B
gg,W
hg,B
sc,W
dm,B
dl,W
em,B
kn,W
rc,B
sa,W
