Move,Player
dq,B
pp,W
dc,B
pc,W
co,B
de,W
ce,B
dd,W
cd,B
ec,W
cf,B
df,W
dg,B
cc,W
db,B
bc,W
cb,B
cg,W
ch,B
bb,W
eb,B
bg,W
bf,B
bh,W
bd,B
fc,W
fb,B
ci,W
dh,B
fe,W
di,B
cj,W
dj,B
ae,W
ad,B
af,W
ab,B
ba,W
ac,B
ag,W
ca,B
ck,W
gf,B
eg,W
fg,B
ef,W
fi,B
id,W
pe,B
qe,W
qf,B
qd,W
pg,B
of,W
nf,B
rf,W
oe,B
qh,W
kd,B
je,W
nq,B
kp,W
iq,B
np,W
mp,B
no,W
pq,B
qq,W
oq,B
qp,W
mo,B
mn,W
ln,B
ip,W
hp,B
lo,W
lq,B
mm,W
kn,B
io,W
jq,B
ho,W
kl,B
gp,W
hq,B
el,W
pm,B
mk,W
qn,B
pk,W
op,B
oo,W
po,B
qo,W
pn,B
nn,W
qk,B
qj,W
qr,B
rr,W
ro,B
sp,W
so,B
rp,W
sq,B
rq,W
rs,B
sr,W
rm,B
pr,W
rk,B
qs,W
jp,B
jo,W
ko,B
ke,W
md,B
me,W
ne,B
kk,W
jk,B
jl,W
ll,B
lk,W
ik,B
jm,W
gl,B
jn,W
lp,B
fm,W
gm,B
hk,W
il,B
hj,W
hl,B
ml,W
ii,B
le,W
oc,B
mc,W
pb,B
qb,W
ld,B
gh,W
fh,B
ih,W
hi,B
ji,W
hh,B
nc,W
nb,B
mb,W
nd,B
na,W
ob,B
pa,W
rg,B
qg,W
pf,B
rh,W
lb,B
oa,W
od,B
hg,W
ij,B
jh,W
lm,B
dp,W
cp,B
fn,W
ep,B
eo,W
hf,B
hc,W
bl,B
do,W
eq,B
