Move,Player
pd,B
dp,W
pp,B
dc,W
de,B
ce,W
cf,B
cd,W
cq,B
dq,W
cp,B
co,W
bo,B
cn,W
bn,B
cm,W
bm,B
cl,W
jq,B
nc,W
qf,B
df,W
oc,B
nd,W
jc,B
of,W
gc,B
qn,W
np,B
qg,W
rg,B
rf,W
pf,B
re,W
pg,B
qh,W
rh,B
qi,W
ri,B
qj,W
rj,B
qc,W
qd,B
rd,W
qk,B
pk,W
ql,B
ob,W
oi,B
pj,W
og,B
nk,W
qo,B
lk,W
lh,B
jk,W
ih,B
mp,W
no,B
kp,W
jp,B
ko,W
jo,B
kn,W
gp,B
dg,W
kj,B
lj,W
ki,B
kk,W
eo,B
do,W
om,B
nf,W
mg,B
ij,W
cr,B
ke,W
kg,B
dr,W
nr,B
mr,W
gr,B
bl,W
gh,B
ei,W
lc,B
or,W
nq,B
qq,W
pr,B
qr,W
pq,B
ps,W
rp,B
ns,W
kr,B
lr,W
ek,B
en,W
hk,B
im,W
fn,B
fm,W
em,B
el,W
fl,B
dm,W
gm,B
dk,W
eh,B
dh,W
ej,B
fi,W
dj,B
em,W
gi,B
cj,W
ml,B
mk,W
di,B
ci,W
fh,B
gl,W
gk,B
fk,W
fj,B
am,W
bq,B
ap,W
bp,B
fb,W
rc,B
qb,W
fc,B
eb,W
mb,B
nb,W
rb,B
pb,W
me,B
ld,W
le,B
mc,W
lb,B
ic,W
id,B
jd,W
kc,B
pl,W
pm,B
hd,W
ib,B
ie,W
hc,B
fe,W
sd,B
ra,W
qa,B
pa,W
sb,B
qa,W
na,B
sa,W
sc,B
kd,W
md,B
ha,W
id,B
se,W
ge,B
od,W
ff,B
ee,W
gn,B
kq,W
jr,B
rq,W
oq,B
os,W
ef,B
nm,W
nn,B
qm,W
rn,B
ol,W
rm,B
mn,W
mo,B
ln,W
in,B
fq,W
gq,B
jn,W
hm,B
il,W
gb,B
ga,W
fd,B
dd,W
mq,B
lq,W
pc,B
sc,W
jj,B
ik,W
ii,B
fr,W
ep,B
ar,W
aq,B
gs,W
hs,B
fs,W
hj,B
mf,W
lf,B
eg,W
fg,B
mi,W
ng,B
