Move,Player
pd,B
pp,W
dc,B
cp,W
eq,B
ce,W
di,B
gc,W
ed,B
jc,W
lc,B
iq,W
cm,B
do,W
cd,B
qf,W
ge,B
je,W
ph,B
qc,W
qd,B
pc,W
od,B
rd,W
re,B
rc,W
qe,B
nc,W
le,B
nd,W
ne,B
qn,W
id,B
jd,W
jg,B
md,W
ld,B
me,W
mf,B
mb,W
lb,B
kf,W
lf,B
kg,W
kh,B
jh,W
ig,B
lg,W
ki,B
nf,W
oe,B
hf,W
gd,B
ie,W
gh,B
gf,W
ef,B
fg,W
ma,B
ob,W
fi,B
eg,W
dg,B
df,W
de,B
dh,W
cf,B
cg,W
ci,B
df,W
be,B
mg,W
ng,B
nh,W
og,B
mi,W
kk,B
pj,W
qj,B
qk,W
qi,B
pk,W
hp,B
ip,W
ho,B
io,W
cr,B
dm,W
dl,B
cl,W
bl,B
ck,W
dk,B
gq,W
eo,B
en,W
fo,B
cn,W
bm,B
el,W
hn,B
er,W
fq,B
fr,W
cq,B
fn,W
dp,B
bk,W
cj,B
ek,W
dj,B
bn,W
bj,B
bp,W
hq,B
hr,W
gp,B
gr,W
fl,B
gm,W
fk,B
gj,W
hm,B
