Move,Player
pd,B
dp,W
pq,B
dc,W
ce,B
po,W
qo,B
qn,W
qp,B
fd,W
pn,B
nc,W
qf,B
qm,W
on,B
qj,W
fq,B
cn,W
jp,B
mo,W
pl,B
ql,W
pk,B
lq,W
oc,B
pj,W
oj,B
oi,W
nj,B
qg,W
pf,B
rf,W
re,B
jr,W
mq,B
lr,W
hc,B
jc,W
he,B
mb,W
fb,B
de,W
df,B
cd,W
ee,B
dd,W
ob,B
ef,W
je,B
ke,W
jf,B
hb,W
gb,B
ib,W
gd,B
dg,W
kd,B
kc,W
ld,B
fc,W
gc,B
lc,W
md,B
nb,W
rh,B
ri,W
qh,B
qk,W
qi,B
si,W
ko,B
iq,W
ho,B
nq,W
ci,B
cf,W
cl,B
dq,W
na,B
kb,W
fo,B
or,W
pi,B
pm,W
pr,B
om,W
dn,B
co,W
cm,B
lj,W
nl,B
mk,W
nk,B
lm,W
nm,B
jn,W
kk,B
lk,W
kn,B
jl,W
mp,B
lp,W
np,B
nn,W
oo,B
mr,W
oq,B
lo,W
ni,B
gp,W
sh,B
rk,W
rn,B
rm,W
fp,B
no,W
op,B
nd,W
er,B
dr,W
jm,B
kl,W
im,B
hk,W
ro,B
ol,W
nf,B
od,W
pc,B
gm,W
hp,B
en,W
fn,B
dm,W
el,B
bj,W
bi,B
dk,W
ck,B
dl,W
dj,B
ej,W
bn,B
bo,W
am,B
fm,W
ei,B
ek,W
ca,B
lf,W
lg,B
mg,W
mf,B
of,W
ng,B
fi,W
mh,B
nr,W
ds,B
bh,W
ak,B
cb,W
cr,B
br,W
bg,B
ps,W
qs,B
os,W
qr,B
oe,W
og,B
ig,W
ki,B
ji,W
kj,B
gf,W
ij,B
jj,W
ik,B
jk,W
il,B
kh,W
li,B
kg,W
kf,B
eh,W
ch,B
di,W
cj,B
cq,W
hj,B
lh,W
mi,B
mg,W
le,B
hr,W
gr,B
pe,W
qe,B
bf,W
da,B
ba,W
ok,B
sm,W
ge,B
ea,W
eb,B
db,W
hq,B
gn,W
hs,B
ir,W
go,B
gj,W
hl,B
gk,W
lg,B
ip,W
io,B
cs,W
ma,B
la,W
oa,B
mc,W
ih,B
if,W
ie,B
gg,W
hh,B
ln,W
fe,B
es,W
kp,B
sn,W
gh,B
fh,W
ff,B
fg,W
kq,B
kr,W
eo,B
do,W
gl,B
fl,W
ao,B
ap,W
an,B
is,W
fs,B
eq,W
fr,B
af,W
cg,B
so,W
sp,B
ag,W
ah,B
dh,W
ha,B
ia,W
km,B
hn,W
in,B
mm,W
ii,B
jg,W
gi,B
ga,W
fa,B
da,W
ne,B
id,W
gs,B
ds,W
ep,B
ha,W
jh,B
ll,W
ic,B
jd,W
