Move,Player
dq,B
cd,W
qp,B
qd,W
ec,B
co,W
od,B
mc,W
qc,B
qg,W
ic,B
pc,W
pd,B
oc,W
nc,B
qb,W
nb,B
rc,W
md,B
op,W
oq,B
nq,W
pq,B
np,W
gq,B
qo,W
ro,B
rn,W
po,B
qn,W
pp,B
om,W
rp,B
iq,W
kq,B
nn,W
cf,B
de,W
df,B
dc,W
fd,B
eb,W
fb,B
ed,W
fc,B
fe,W
ck,B
ef,W
eg,B
ge,W
cp,B
ep,W
eq,B
dh,W
di,B
ci,W
dj,B
eh,W
ch,B
cg,W
bh,B
dg,W
bi,B
bp,W
bq,B
io,W
go,B
dp,W
cq,B
cm,W
em,B
bk,W
dn,B
cl,W
ek,B
ld,W
me,B
kc,W
le,B
ke,W
kf,B
je,W
lb,B
kb,W
lc,B
db,W
kd,B
jd,W
jc,B
ld,W
jb,B
la,W
kd,B
fn,W
fo,B
ld,W
mb,B
bj,W
cj,B
bg,W
aj,B
hb,W
kd,B
fl,W
el,B
ld,W
hc,B
gd,W
kd,B
nr,W
ko,B
ld,W
ha,B
ps,W
os,B
or,W
pr,B
kn,W
ir,B
gc,W
kd,B
ns,W
qr,B
ld,W
gb,B
fa,W
kd,B
rr,W
rs,B
ld,W
jf,B
ie,W
kd,B
hr,W
hq,B
jr,W
ip,B
jq,W
jp,B
kr,W
ka,B
ga,W
qj,B
oj,W
qh,B
ph,W
rg,B
rh,W
qi,B
rf,W
pg,B
qf,W
oi,B
nj,W
og,B
jn,W
mi,B
ho,W
hp,B
gn,W
gr,B
lj,W
li,B
kj,W
gj,B
is,W
ql,B
pn,W
ik,B
ki,W
im,B
hl,W
il,B
hn,W
hk,B
kl,W
rm,B
sn,W
rq,B
lg,W
if,B
hf,W
mg,B
en,W
eo,B
ig,W
kh,B
jh,W
kg,B
gk,W
hi,B
ei,W
fk,B
gl,W
fj,B
do,W
dm,B
bl,W
cn,B
bn,W
am,B
gh,W
ri,B
lh,W
lf,B
ni,W
sh,B
nh,W
mh,B
oh,W
ol,B
nl,W
ok,B
nk,W
gs,B
lq,W
lp,B
lo,W
kp,B
hs,W
mq,B
lr,W
mo,B
ln,W
mp,B
sm,W
rl,B
pe,W
oe,B
ng,W
of,B
ob,W
ii,B
ji,W
ag,B
af,W
ia,B
ah,W
ai,B
ej,W
dk,B
sf,W
sg,B
sl,W
sk,B
nf,W
ag,B
ne,W
nd,B
ah,W
mn,B
mm,W
ag,B
fp,W
gp,B
ah,W
mj,B
mk,W
ag,B
pk,W
pl,B
pj,W
qk,B
ah,W
ap,B
bo,W
ag,B
kc,W
kb,B
ah,W
pf,B
qe,W
ag,B
mr,W
fh,B
fg,W
fi,B
ah,W
js,B
ks,W
ag,B
sj,W
rk,B
ah,W
oa,B
pa,W
ag,B
si,W
rj,B
ah,W
hh,B
ag,W
gg,B
hg,W
jk,B
gf,W
kk,B
lk,W
fq,B
bm,W
na,B
jj,W
ij,B
pi,W
jm,B
km,W
oo,B
so,W
on,B
pm,W
sp,B
gb,W
ib,B
gg,W
gi,B
hm,W
fm,B
in,W
ao,B
an,W
aq,B
os,W
qs,B
ih,W
dl,B
al,W
ci,B
no,W
qm,B
nm,W
id,B
he,W
ak,B
jl,W
am,B
