Move,Player
pd,B
dd,W
pq,B
dp,W
fq,B
cn,W
qo,B
jq,W
lq,B
qf,W
pi,B
nd,W
pf,B
qc,W
qe,B
pc,W
do,B
eo,W
ip,B
lp,W
iq,B
mq,W
lr,B
oq,W
op,B
np,W
or,B
nq,W
oo,B
kq,W
co,B
dn,W
bo,B
eq,W
en,B
cp,W
bp,B
bq,W
cq,B
cr,W
fo,B
ep,W
fp,B
er,W
cl,B
em,W
fn,B
bn,W
kp,B
jp,W
ko,B
jo,W
lo,B
no,W
on,B
mp,W
jn,B
io,W
ir,B
kr,W
in,B
ho,W
hn,B
nn,W
br,B
dq,W
nr,B
mr,W
nm,B
pr,W
qr,B
mm,W
mn,B
ln,W
kn,B
mo,W
lm,B
ml,W
mn,B
ls,W
ln,B
js,W
aq,B
cq,W
nl,B
dl,W
cf,B
ce,W
df,B
fd,W
bm,B
an,W
ci,B
qg,W
re,B
oh,W
qi,B
mk,W
nk,B
pg,W
of,B
nj,W
mj,B
oj,W
pk,B
mh,W
lj,B
ng,W
oc,B
od,W
nf,B
mf,W
ob,B
nc,W
me,B
ne,W
nb,B
mb,W
lf,B
mg,W
mc,B
md,W
lc,B
le,W
rc,B
pb,W
lb,B
rb,W
sb,B
rd,W
sd,B
sc,W
fr,B
jr,W
rc,B
qd,W
pe,B
sc,W
hc,B
se,W
fb,B
eb,W
ec,B
db,W
fc,B
bf,W
bg,B
ed,W
rh,B
pj,W
qk,B
ok,W
pm,B
rg,W
be,B
bd,W
af,B
hd,W
id,B
he,W
ie,B
if,W
ke,B
ic,W
ld,B
me,W
hb,B
kd,W
kc,B
jf,W
kf,B
kg,W
jd,B
ol,W
om,B
dc,W
ij,B
dk,W
ck,B
dj,W
cj,B
hl,W
il,B
hk,W
ik,B
rj,W
qj,B
ri,W
qh,B
sh,W
si,B
sj,W
rk,B
fa,W
ib,B
ki,W
ad,B
bc,W
de,B
ff,W
hj,B
kj,W
kk,B
ns,W
ps,B
gm,W
gn,B
gj,W
gi,B
fj,W
cm,B
dm,W
gg,B
fg,W
lg,B
mi,W
sk,B
hp,W
hq,B
is,W
gr,B
hg,W
gh,B
li,W
lk,B
oa,W
ma,B
hi,W
hh,B
ii,W
ih,B
ji,W
gf,B
ge,W
jg,B
jh,W
ig,B
hf,W
kh,B
pl,W
ql,B
cd,W
ac,B
ab,W
ae,B
bb,W
fm,B
fl,W
hm,B
ga,W
gl,B
gk,W
ei,B
fi,W
eh,B
fh,W
kg,B
di,W
dh,B
am,W
al,B
ia,W
jb,B
ha,W
ej,B
ek,W
si,B
sg,W
ee,B
fe,W
