Move,Player
dp,B
dd,W
pq,B
po,W
qo,B
qn,W
qp,B
qe,W
od,B
pc,W
oc,B
pd,W
oe,B
pf,W
kc,B
pn,W
nq,B
ng,W
pl,B
ql,W
pj,B
pk,W
ok,B
qk,W
ni,B
cn,W
fp,B
dj,W
fc,B
cf,W
db,B
hq,W
jq,B
ho,W
fn,B
fr,W
cq,B
jo,W
dk,B
ck,W
cl,B
dl,W
ek,B
el,W
cm,B
dm,W
bk,B
cj,W
dn,B
fl,W
bn,B
bj,W
lq,B
en,W
do,B
ic,W
cc,B
mc,W
pb,B
qb,W
md,B
lc,W
kd,B
ld,W
le,B
kb,W
jb,B
me,W
ke,B
mf,W
nd,B
lb,W
jc,B
nb,W
ob,B
ja,W
ka,B
la,W
ia,B
ib,W
ka,B
pa,W
of,B
oa,W
og,B
kg,W
qc,B
qd,W
id,B
ja,W
rc,B
rb,W
ka,B
op,W
oq,B
ja,W
hc,B
ha,W
hb,B
mi,W
nj,B
lk,W
qj,B
qh,W
mj,B
lj,W
mh,B
li,W
nh,B
lf,W
qg,B
ph,W
pg,B
rh,W
rk,B
rj,W
rl,B
qm,W
ri,B
rg,W
qf,B
rf,W
oh,B
mo,W
ip,B
hp,W
io,B
in,W
hn,B
gn,W
hm,B
fo,W
jn,B
im,W
ln,B
nl,W
ol,B
nm,W
mk,B
kp,W
ll,B
jm,W
lo,B
lp,W
mp,B
qi,W
sj,B
