Move,Player
dq,B
pp,W
cd,B
pc,W
ec,B
do,W
co,B
dp,W
cp,B
eq,W
cn,B
dn,W
dm,B
cq,W
dr,B
bq,W
cr,B
cm,W
cl,B
br,W
er,B
bm,W
bn,B
bl,W
bp,B
fq,W
fr,B
ck,W
dl,B
fo,W
dk,B
cj,W
dj,B
ci,W
gq,B
gp,W
hq,B
ao,W
am,B
ak,W
ap,B
hp,W
ip,B
io,W
jo,B
in,W
jp,B
gm,W
cg,B
dg,W
cf,B
an,W
bo,B
di,W
gl,B
fl,W
fk,B
gk,W
fj,B
hl,W
fh,B
df,W
fe,B
ff,W
gf,B
ce,W
be,B
de,W
bc,B
fg,W
gg,B
gh,W
eh,B
dh,W
hh,B
gi,W
gj,B
hi,W
hj,B
ii,W
ij,B
ji,W
jj,B
ki,W
kj,B
ge,W
if,B
he,W
jg,B
fd,W
li,B
lh,W
kh,B
hf,W
mi,B
lg,W
lf,B
nh,W
nf,B
ng,W
kg,B
ig,W
pd,B
qc,W
mf,B
oj,W
oc,B
qd,W
pe,B
ob,W
nc,B
mk,W
lk,B
nb,W
ph,B
mj,W
lj,B
ni,W
ml,B
qf,W
nl,B
qj,W
pf,B
qg,W
lc,B
nq,W
ok,B
nj,W
qk,B
rj,W
rp,B
qp,W
rq,B
ro,W
qo,B
rn,W
pr,B
pn,W
op,B
lm,W
ll,B
oq,W
pq,B
oo,W
qq,B
np,W
qm,B
qn,W
pg,B
ke,W
kf,B
qh,W
km,B
an,W
ar,B
jd,W
mb,B
kb,W
kc,B
jc,W
le,B
fc,W
eb,B
or,W
rs,B
kq,W
gb,B
fb,W
fa,B
om,W
lp,B
jr,W
pk,B
kn,W
jn,B
jm,W
kl,B
ln,W
lo,B
mo,W
im,B
il,W
jl,B
hm,W
jm,B
ir,W
iq,B
bh,W
ib,B
jb,W
