Move,Player
qd,B
dd,W
pp,B
dq,W
do,B
co,W
cn,B
cp,W
dm,B
fp,W
fc,B
cf,W
ci,B
od,W
mc,B
qc,W
rc,B
pc,W
qg,B
re,W
rd,B
md,W
ld,B
qe,W
pe,B
pd,W
qf,B
lc,W
kc,B
lb,W
me,B
nd,W
kd,B
pf,W
oe,B
ne,W
of,B
mb,W
dc,B
cc,W
cb,B
ec,W
db,B
ed,W
eb,B
bc,W
fd,B
ef,W
mq,B
qn,W
ro,B
pk,W
rn,B
ng,W
og,B
oh,W
nh,B
nf,W
pg,B
oi,W
mh,B
mj,W
lg,B
ml,W
hq,B
fq,W
bg,B
cg,W
ch,B
kq,W
kp,B
jp,W
lp,B
jq,W
jo,B
io,W
ip,B
mr,W
nr,B
ho,W
lr,B
jn,W
ko,B
iq,W
bf,B
be,W
ff,B
fg,W
gf,B
eg,W
ej,B
rb,W
rf,B
kb,W
ic,B
sc,W
se,B
ib,W
hc,B
qm,W
bo,B
bp,W
on,B
bn,W
bm,B
ao,W
rm,B
rl,W
ol,B
ok,W
qj,B
om,W
nm,B
nl,W
bb,B
hh,W
gg,B
gh,W
fh,B
af,W
bh,B
eh,W
fi,B
dh,W
hj,B
kh,W
jh,B
ji,W
ii,B
kg,W
jj,B
lf,W
ki,B
li,W
jg,B
jf,W
if,B
fl,W
je,B
kf,W
fm,B
gm,W
fn,B
hl,W
el,B
fk,W
ek,B
kr,W
rk,B
sl,W
le,B
mf,W
pm,B
qk,W
kn,B
ri,W
qi,B
rj,W
hp,B
hr,W
go,B
gp,W
hn,B
in,W
im,B
jm,W
jl,B
gq,W
hm,B
lq,W
kl,B
ls,W
oq,B
am,W
bl,B
mp,W
nq,B
rh,W
jb,B
ja,W
jc,B
mn,W
mo,B
di,W
dj,B
bj,W
cj,B
al,W
ak,B
an,W
bk,B
qo,W
qp,B
qh,W
fo,B
ln,W
km,B
nn,W
no,B
ep,W
ph,B
pi,W
sb,B
eo,W
en,B
ab,W
hb,B
ia,W
qb,B
sa,W
pb,B
ob,W
sd,B
pa,W
sb,B
qa,W
ra,B
qb,W
lk,B
lj,W
kj,B
sm,W
sh,B
sn,W
rp,B
so,W
sp,B
sg,W
rg,B
si,W
ka,B
la,W
mk,B
nk,W
ll,B
mm,W
po,B
om,W
pl,B
ql,W
pn,B
fe,W
ge,B
ee,W
ha,B
ka,W
ag,B
ae,W
ns,B
ba,W
ca,B
ms,W
aa,B
ac,W
ba,B
nm,W
sf,B
pj,W
sc,B
sh,W
sa,B
dp,W
dn,B
ke,W
ei,B
lo,W
lm,B
