Move,Player
dq,B
cd,W
qp,B
pd,W
co,B
op,W
oq,B
nq,W
pq,B
mp,W
qn,B
iq,W
gq,B
dr,W
cq,B
io,W
ec,B
eq,W
ep,B
fq,W
fp,B
gr,W
nc,B
kd,W
ic,B
gc,W
de,B
ce,W
df,B
cg,W
hd,B
dc,W
eb,B
dg,W
qf,B
pf,W
pg,B
of,W
qe,B
qd,W
md,B
oc,W
ob,B
nd,W
nb,B
pi,W
oh,B
pb,W
mf,B
rd,W
oi,B
kf,W
eg,B
eh,W
fg,B
jc,W
ib,B
mg,W
ng,B
lg,W
nf,B
hf,W
fh,B
gd,W
he,B
ge,W
gf,B
if,W
gb,B
og,W
mh,B
ph,W
pj,B
qg,W
lh,B
ii,W
jg,B
hh,W
jf,B
je,W
kg,B
ie,W
ei,B
db,W
cf,B
bf,W
dd,B
cc,W
hc,B
lc,W
mc,B
ci,W
lf,B
il,W
ko,B
ln,W
kn,B
km,W
in,B
hn,W
lo,B
mo,W
jm,B
kl,W
lm,B
mn,W
jl,B
jk,W
kk,B
ll,W
ik,B
jj,W
hl,B
gk,W
gl,B
