Move,Player
dq,B
cd,W
qp,B
pd,W
cn,B
op,W
oq,B
nq,W
pq,B
mp,W
qn,B
iq,W
gq,B
io,W
ed,B
ec,W
fc,B
dc,W
gd,B
cf,W
nc,B
kd,W
qf,B
ne,W
pc,B
qc,W
qd,B
oc,W
pb,B
ob,W
od,B
pe,W
nb,B
qe,W
rd,B
re,W
rc,B
qb,W
oa,B
rb,W
oe,B
of,W
pf,B
nd,W
oc,B
rf,W
rg,B
sc,W
nf,B
og,W
ng,B
oh,W
me,B
hc,W
gb,B
ie,W
ff,B
nh,W
qk,B
rj,W
qj,B
ri,W
ln,B
lo,W
kn,B
ko,W
qi,B
qh,W
no,B
mn,W
lg,B
hb,W
dg,B
cg,W
dh,B
ci,W
kb,B
jb,W
lb,B
ig,W
ii,B
kh,W
dd,B
cc,W
rh,B
qg,W
rk,B
jn,W
ck,B
fp,W
eq,B
di,W
ei,B
ej,W
fi,B
co,W
do,B
dn,W
eo,B
cl,W
bn,B
dk,W
bj,B
ch,W
bl,B
gg,W
hf,B
hg,W
fg,B
gf,W
ge,B
hi,W
hj,B
gi,W
fj,B
gj,W
ek,B
cj,W
gk,B
hk,W
ij,B
bk,W
jg,B
if,W
kg,B
le,W
md,B
jh,W
ih,B
gl,W
fk,B
lh,W
jk,B
hl,W
lk,B
nk,W
id,B
hd,W
he,B
ic,W
mm,B
nm,W
jm,B
ml,W
in,B
jo,W
hn,B
fm,W
fn,B
im,W
il,B
hm,W
