Move,Player
dq,B
cd,W
pp,B
pd,W
co,B
nq,W
qn,B
pr,W
mq,B
mp,W
lq,B
lp,W
nr,B
oq,W
jq,B
kp,W
iq,B
qq,W
no,B
oo,W
on,B
po,W
pn,B
qo,W
qi,B
nn,W
nm,B
mn,W
qf,B
nc,W
ro,B
rp,W
ed,B
gc,W
cc,B
cg,W
dd,B
bd,W
fc,B
hd,W
bc,B
cj,W
of,B
qe,W
rf,B
ol,W
ql,B
pj,W
qj,B
fb,W
eb,B
fd,W
ec,B
me,W
cl,B
eq,W
ep,B
fq,W
dr,B
hp,W
mm,B
hq,W
jo,B
jp,W
ip,B
io,W
ho,B
in,W
hr,B
fp,W
hn,B
kq,W
kr,B
lr,W
jr,B
mr,W
hm,B
jn,W
gr,B
fm,W
fn,B
dm,W
en,B
cm,W
bm,B
ng,W
bk,B
ff,W
nf,B
mf,W
mg,B
lg,W
mh,B
lh,W
mi,B
mk,W
li,B
kk,W
kh,B
kg,W
ln,B
ki,W
kj,B
jh,W
lk,B
ll,W
lj,B
ml,W
kl,B
km,W
jk,B
mo,W
fe,B
gf,W
od,B
oc,W
qc,B
pf,W
pg,B
pc,W
rd,B
dl,W
ck,B
dk,W
bj,B
ci,W
bi,B
qb,W
rb,B
qd,W
rc,B
rn,W
rm,B
so,W
ii,B
gi,W
ih,B
ig,W
fj,B
gk,W
gj,B
hj,W
fi,B
hi,W
hk,B
fk,W
eh,B
eg,W
hg,B
ij,W
if,B
jg,W
hh,B
gh,W
hf,B
ji,W
gg,B
ik,W
hl,B
jj,W
dh,B
fh,W
ch,B
ei,W
ge,B
he,W
dg,B
df,W
cf,B
di,W
bg,B
fg,W
gd,B
gb,W
om,B
lm,W
pb,B
ob,W
qa,B
oe,W
pe,B
ne,W
oj,B
nj,W
oi,B
ok,W
hc,B
ic,W
fa,B
hb,W
pk,B
pl,W
qk,B
ni,W
nh,B
oh,W
pi,B
ks,W
js,B
ls,W
fr,B
nl,W
qm,B
jl,W
em,B
gm,W
gn,B
kk,W
og,B
ek,W
de,B
ef,W
im,B
mj,W
ph,B
ga,W
jm,B
kn,W
ea,B
ee,W
fd,B
cn,W
bn,B
re,W
se,B
oa,W
sm,B
dn,W
do,B
sn,W
