Move,Player
dq,B
cd,W
qp,B
pd,W
cn,B
op,W
oq,B
nq,W
pq,B
mp,W
qn,B
iq,W
gq,B
io,W
ed,B
ec,W
dd,B
dc,W
ce,B
fc,W
bd,B
cc,W
df,B
cj,W
ge,B
ic,W
qf,B
qe,W
pf,B
nd,W
pi,B
rf,W
rg,B
om,W
cl,B
ej,W
re,B
rd,W
sf,B
go,W
gj,B
cg,W
dg,B
fl,W
ch,B
bf,W
bg,B
be,W
cf,B
dm,W
dl,B
fj,W
gk,B
el,W
dn,B
cq,W
dr,B
gi,W
hi,B
hh,W
gh,B
fi,W
ii,B
ik,W
jk,B
jl,W
kk,B
ij,W
ji,B
il,W
oo,B
jj,W
no,B
ki,W
hg,B
dp,W
ep,B
bm,W
cm,B
cp,W
eo,B
bo,W
br,B
bn,W
bl,B
cr,W
cs,B
bq,W
hp,B
eq,W
er,B
fq,W
fp,B
ip,W
mm,B
mk,W
kh,B
mo,W
np,B
mq,W
nm,B
ok,W
ol,B
pl,W
nl,B
nk,W
nb,B
nc,W
qc,B
pc,W
pb,B
qb,W
rb,B
rc,W
kj,B
li,W
ob,B
mb,W
qa,B
sb,W
mc,B
lb,W
lc,B
kb,W
me,B
md,W
ld,B
le,W
ke,B
lf,W
mf,B
kd,W
lg,B
kc,W
ll,B
pj,W
oi,B
qm,W
rn,B
ni,W
mh,B
qi,W
og,B
rk,W
hm,B
gm,W
ho,B
hn,W
in,B
gn,W
km,B
bk,W
pe,B
qd,W
qk,B
qj,W
sj,B
mi,W
oj,B
nh,W
mg,B
