Move,Player
dq,B
cd,W
qp,B
pd,W
ed,B
ec,W
fc,B
dc,W
co,B
op,W
oq,B
nq,W
pq,B
mp,W
nc,B
qf,W
qn,B
iq,W
pb,B
qc,W
kc,B
fd,W
gq,B
dj,W
gc,B
fe,W
hd,B
cm,W
eg,B
df,W
dg,B
je,W
cf,B
jc,W
jb,B
kd,W
lc,B
md,W
ld,B
le,W
me,B
nd,W
mc,B
mf,W
ne,B
od,W
de,B
ce,W
ef,B
ee,W
bj,B
em,W
pj,B
lf,W
jr,B
om,W
jq,B
qm,W
pm,B
pn,W
pl,B
qo,W
rn,B
pp,W
ro,B
qq,W
po,B
rq,W
gn,B
gl,W
fj,B
eo,W
fp,B
cp,W
bp,B
bo,W
dp,B
bn,W
cq,B
bk,W
ck,B
cj,W
bl,B
dk,W
cl,B
bi,W
dl,B
el,W
ak,B
ch,W
dm,B
dn,W
cn,B
gg,W
ff,B
gf,W
ge,B
dd,W
gd,B
df,W
fh,B
bf,W
de,B
ed,W
if,B
ie,W
hk,B
hl,W
ik,B
hi,W
hh,B
gh,W
gi,B
ih,W
hj,B
ii,W
ek,B
il,W
ig,B
hg,W
jl,B
jm,W
kl,B
km,W
kg,B
ki,W
jj,B
kh,W
lm,B
in,W
ln,B
hp,W
lq,B
lp,W
ko,B
kp,W
jp,B
ll,W
lk,B
ml,W
mk,B
nl,W
nk,B
kk,W
jk,B
kn,W
nm,B
jo,W
nr,B
mr,W
mq,B
np,W
lr,B
or,W
ms,B
pr,W
qh,B
ei,W
fi,B
gk,W
gj,B
rh,W
ri,B
ph,W
qg,B
pg,W
rf,B
qi,W
rg,B
pi,W
qj,B
ib,W
ic,B
id,W
jd,B
do,W
bm,B
jc,W
bg,B
hc,W
be,B
qb,W
bd,B
df,W
cg,B
bc,W
ja,B
fk,W
ej,B
kb,W
lb,B
ma,W
na,B
nb,W
ob,B
oa,W
mb,B
oc,W
na,B
kq,W
kr,B
nb,W
ka,B
