Move,Player
dq,B
cd,W
qp,B
pd,W
co,B
op,W
oq,B
nq,W
pq,B
mp,W
qn,B
iq,W
gq,B
dr,W
cq,B
io,W
jp,B
ip,W
go,B
gr,W
hr,B
hq,W
fr,B
gp,W
fq,B
ec,W
ir,B
jq,W
di,B
cg,W
nc,B
kd,W
pf,B
nd,W
qc,B
qd,W
md,B
od,W
ld,B
nb,W
ke,B
oc,W
jd,B
kc,W
jc,B
lc,W
mc,B
mb,W
jb,B
lb,W
je,B
mf,W
lf,B
re,W
pj,B
dk,W
eh,B
fk,W
ee,B
df,W
fc,B
fg,W
gi,B
fb,W
eb,B
db,W
ed,B
ea,W
dc,B
eb,W
gc,B
ef,W
hj,B
hk,W
ik,B
hl,W
ij,B
om,W
pl,B
ph,W
qh,B
qg,W
qi,B
lg,W
rg,B
jg,W
hg,B
hh,W
gh,B
gg,W
hf,B
ih,W
gb,B
fe,W
gf,B
kk,W
ff,B
eg,W
il,B
km,W
hm,B
gm,W
hn,B
im,W
ck,B
cl,W
cj,B
dm,W
fm,B
fl,W
em,B
el,W
eo,B
ej,W
ei,B
bm,W
ji,B
kf,W
li,B
le,W
in,B
jm,W
jn,B
kn,W
jo,B
kp,W
bk,B
cn,W
mj,B
ko,W
ho,B
jr,W
bo,B
fn,W
en,B
gl,W
fo,B
gj,W
ch,B
dd,W
fd,B
bh,W
bi,B
bg,W
hi,B
pg,W
ml,B
po,W
pn,B
on,W
ol,B
nr,W
or,B
qo,W
ro,B
pp,W
qq,B
rn,W
rp,B
rf,W
rh,B
is,W
gs,B
mh,W
mn,B
no,W
oi,B
nm,W
mm,B
bn,W
nh,B
ng,W
ns,B
ms,W
os,B
lr,W
