Move,Player
qd,B
pp,W
dd,B
dp,W
qn,B
nq,W
pj,B
nd,W
oc,B
jd,W
nc,B
fc,W
cf,B
qe,W
qg,B
pd,W
pc,B
qh,W
pg,B
rg,W
rf,B
qc,W
rd,B
re,W
od,B
qf,W
pe,B
pf,W
of,B
sf,W
ph,B
sd,W
sc,B
se,W
rc,B
qi,W
pi,B
rk,W
rj,B
qj,W
qk,B
ri,W
rl,B
sj,W
qq,B
qp,W
rp,B
ro,W
rq,B
qo,W
or,B
pk,W
ql,B
ok,W
oq,B
op,W
om,B
no,W
mm,B
nr,W
mp,B
mo,W
lp,B
np,W
rn,B
lo,W
nj,B
ip,W
fq,B
eq,W
fp,B
dn,W
iq,B
jq,W
jp,B
hq,W
ir,B
kp,W
jo,B
kq,W
eo,B
do,W
hr,B
nk,W
mj,B
nm,W
nn,B
nl,W
on,B
lk,W
ll,B
mk,W
mn,B
jk,W
jl,B
ik,W
ko,B
jr,W
io,B
pq,W
pr,B
os,W
qr,B
so,W
sr,B
er,W
hp,B
js,W
id,B
nh,W
ng,B
ic,W
hc,B
hd,W
ie,B
hb,W
jc,B
gc,W
ib,B
hc,W
jb,B
kd,W
je,B
ke,W
kf,B
lf,W
kg,B
lc,W
lb,B
mb,W
mc,B
kb,W
kc,B
la,W
ld,B
le,W
lb,B
lg,W
kh,B
lc,W
sh,B
sg,W
lb,B
lh,W
ki,B
lc,W
lr,B
lq,W
lb,B
jf,W
hf,B
lc,W
mr,B
mq,W
lb,B
oj,W
lc,B
oi,W
dc,B
gf,W
gg,B
hg,W
ig,B
hh,W
ih,B
fg,W
ge,B
gh,W
ff,B
he,W
if,B
gg,W
fe,B
ii,W
kj,B
kk,W
