Move,Player
dq,B
cd,W
qp,B
pd,W
co,B
op,W
oq,B
nq,W
pq,B
mp,W
qn,B
eq,W
ep,B
fq,W
dr,B
fp,W
jp,B
eo,W
jn,B
nm,W
dp,B
fm,W
hp,B
dm,W
bm,B
ec,W
dh,B
dj,W
fi,B
il,W
gn,B
go,W
hn,B
fn,W
hl,B
ho,W
im,B
io,W
jo,B
gk,W
ik,B
gi,W
gh,B
hi,W
hh,B
fh,W
fg,B
eh,W
ei,B
eg,W
di,B
ih,W
hg,B
ef,W
cj,B
ig,W
hf,B
if,W
he,B
jd,W
hc,B
ic,W
fc,B
ed,W
eb,B
db,W
gb,B
ea,W
ib,B
jb,W
fa,B
fb,W
gl,B
fk,W
eb,B
ck,W
dk,B
ek,W
da,B
bj,W
ej,B
bk,W
bi,B
cm,W
cf,B
be,W
bf,B
bh,W
ch,B
ai,W
bg,B
ci,W
cb,B
de,W
bi,B
ah,W
aj,B
ci,W
ce,B
bd,W
bi,B
ak,W
ag,B
ci,W
dc,B
dd,W
bi,B
gd,W
hd,B
ci,W
gj,B
hj,W
bi,B
aj,W
df,B
dg,W
cg,B
ci,W
ff,B
ee,W
bi,B
dl,W
bc,B
dj,W
ll,B
kq,W
jq,B
jr,W
dk,B
ci,W
ji,B
nc,W
ii,B
ij,W
hk,B
jj,W
kj,B
jk,W
jl,B
kk,W
lk,B
fj,W
kl,B
gj,W
ki,B
qi,W
kc,B
kd,W
lc,B
ld,W
mc,B
md,W
nb,B
mb,W
lb,B
ob,W
ma,B
oc,W
qg,B
ph,W
rd,B
pg,W
rh,B
jc,W
pf,B
of,W
qf,B
rc,W
qc,B
qd,W
rb,B
re,W
sc,B
qe,W
rj,B
ri,W
si,B
qk,W
rk,B
rl,W
qj,B
pj,W
ql,B
pk,W
rm,B
qh,W
rg,B
ng,W
oi,B
ni,W
nj,B
mi,W
mj,B
oj,W
ir,B
kr,W
oa,B
pb,W
qb,B
pa,W
ka,B
ia,W
kb,B
na,W
ha,B
hb,W
oa,B
qa,W
ra,B
na,W
ib,B
pp,W
po,B
oo,W
on,B
pm,W
pn,B
nn,W
nr,B
mr,W
or,B
qm,W
sl,B
om,W
ro,B
ja,W
oa,B
qq,W
qr,B
na,W
fl,B
el,W
oa,B
rq,W
rr,B
na,W
