Move,Player
dq,B
cd,W
qp,B
pd,W
co,B
op,W
oq,B
nq,W
pq,B
mp,W
qn,B
eq,W
ep,B
fq,W
dr,B
fp,W
eo,B
jp,W
ec,B
cg,W
df,B
dg,W
dd,B
ce,W
cc,B
bc,W
bb,B
de,W
ee,B
ef,W
ff,B
cf,W
fe,B
cb,W
dc,B
ab,W
jc,B
qf,W
pb,B
nc,W
nb,B
mc,W
qc,B
qd,W
oc,B
od,W
rc,B
pj,W
ne,B
me,W
mf,B
le,W
oh,B
qh,W
nd,B
kc,W
pg,B
qg,W
nf,B
jd,W
ic,B
id,W
kb,B
hc,W
hb,B
jb,W
ib,B
lb,W
ja,B
kg,W
oj,B
pk,W
ok,B
pm,W
qm,B
ol,W
ql,B
pl,W
li,B
lh,W
mh,B
ki,W
lj,B
kj,W
lk,B
jl,W
rj,B
ph,W
kd,B
lc,W
lm,B
gd,W
he,B
hd,W
fc,B
cl,W
dk,B
dl,W
fk,B
el,W
ek,B
fl,W
gk,B
gh,W
gl,B
fn,W
jk,B
kk,W
kl,B
jm,W
ik,B
ii,W
fh,B
fi,W
gi,B
gj,W
ei,B
hi,W
eg,B
gg,W
fg,B
ml,W
ll,B
gm,W
hf,B
ig,W
lg,B
lf,W
kh,B
jh,W
lo,B
kn,W
ln,B
kq,W
no,B
mo,W
nr,B
mr,W
np,B
mq,W
oo,B
rd,W
kf,B
lh,W
md,B
ld,W
kh,B
jg,W
la,B
lh,W
mg,B
ke,W
je,B
jf,W
sd,B
og,W
oi,B
rk,W
qk,B
qj,W
ri,B
nm,W
ng,B
pf,W
ni,B
nk,W
nj,B
se,W
sc,B
ma,W
ka,B
na,W
re,B
rh,W
ob,B
mb,W
ra,B
bn,W
rf,B
po,W
pp,B
pn,W
qo,B
rl,W
rm,B
on,W
bo,B
dh,W
eh,B
cj,W
ck,B
bk,W
ci,B
bj,W
di,B
er,W
fo,B
go,W
gp,B
gq,W
bm,B
hl,W
hk,B
ds,W
cs,B
es,W
br,B
bi,W
ie,B
jj,W
kh,B
ij,W
os,B
cn,W
hn,B
hm,W
gn,B
ho,W
in,B
fm,W
dn,B
cm,W
jo,B
io,W
ip,B
hp,W
kp,B
jq,W
jn,B
pc,W
pa,B
ao,W
ap,B
an,W
ms,B
lr,W
db,B
bp,W
aq,B
en,W
cp,B
ba,W
dm,B
dj,W
ej,B
fd,W
ed,B
nn,W
op,B
mk,W
km,B
lp,W
ko,B
si,W
sk,B
ls,W
ns,B
da,W
ea,B
ca,W
hg,B
hh,W
ch,B
bh,W
mm,B
of,W
mj,B
nl,W
gc,B
sh,W
sj,B
lh,W
df,B
kh,W
ef,B
bl,W
oa,B
kf,W
do,B
kd,W
sf,B
qe,W
oe,B
qi,W
sl,B
rg,W
se,B
il,W
fj,B
gi,W
fb,B
em,W
