Move,Player
dp,B
dd,W
pq,B
qd,W
qo,B
fq,W
cn,B
oq,W
op,B
nq,W
pp,B
jp,W
hq,B
hp,W
lq,B
lp,W
ip,B
iq,W
io,B
jr,W
ir,B
jq,W
gp,B
hr,W
ho,B
gr,W
od,B
oc,W
pd,B
pc,W
qe,B
nc,W
rd,B
qc,W
pi,B
qg,W
pf,B
qi,W
qj,B
pj,W
qh,B
ri,W
ph,B
qk,W
rh,B
rj,W
cf,B
fc,W
di,B
eo,W
em,B
ek,W
ej,B
el,W
gk,B
fm,W
en,B
fn,W
fo,B
fk,W
fj,B
gl,W
hk,B
do,W
co,B
ep,W
cl,B
im,W
hm,B
hl,W
il,B
jm,W
gm,B
og,W
fl,B
pg,W
rg,B
qf,W
rf,B
of,W
pe,B
nd,W
ni,B
cp,W
bp,B
dq,W
cc,B
cd,W
bd,B
dc,W
bb,B
cb,W
bc,B
id,W
mp,B
dn,W
dm,B
lg,W
oj,B
ok,W
nk,B
ol,W
nl,B
mj,W
nj,B
rn,W
ge,B
hd,W
kf,B
if,W
kg,B
lh,W
kh,B
kd,W
lf,B
mf,W
ld,B
lc,W
bq,B
li,W
ki,B
kj,W
jj,B
ce,W
be,B
df,W
dg,B
cg,W
bf,B
eg,W
dh,B
kk,W
om,B
pm,W
qm,B
nm,W
on,B
pn,W
qn,B
rm,W
ll,B
oh,W
oi,B
jk,W
pl,B
pk,W
me,B
ne,W
mg,B
mh,W
ij,B
nn,W
oo,B
ln,W
lk,B
lj,W
km,B
kn,W
jl,B
mo,W
nf,B
nh,W
re,B
oe,W
rb,B
rc,W
sc,B
qb,W
jn,B
np,W
ro,B
ql,W
sn,B
rl,W
or,B
nr,W
pr,B
ih,W
hg,B
ik,W
in,B
ji,W
ig,B
hj,W
gh,B
lm,W
kl,B
ff,W
hf,B
db,W
ns,B
ms,W
os,B
mq,W
cr,B
fp,W
go,B
dr,W
ke,B
jd,W
md,B
jf,W
jg,B
mc,W
fd,B
