Move,Player
pd,B
dp,W
pq,B
dc,W
ql,B
de,W
fq,B
cn,W
mc,B
iq,W
kq,B
io,W
do,B
cp,W
gn,B
eo,W
dn,B
en,W
dm,B
co,W
hp,B
ip,W
em,B
ep,W
hn,B
fm,W
jm,B
ko,W
mq,B
fl,W
hl,B
ln,W
ll,B
pp,W
qq,B
np,W
mo,B
mp,W
lp,B
lo,W
nq,B
ml,W
mk,B
nl,W
nn,B
kp,W
lq,B
mn,W
op,B
lk,W
kk,B
lj,W
lm,B
mm,W
mj,B
mi,W
ok,B
kj,W
jj,B
jk,W
kl,B
ik,W
ji,B
kh,W
hk,B
ij,W
jl,B
hj,W
gk,B
ki,W
ni,B
gp,W
jh,B
jg,W
ih,B
gj,W
kg,B
lg,W
kf,B
mh,W
fk,B
fn,W
ei,B
gh,W
if,B
eh,W
di,B
lf,W
ke,B
ek,W
fj,B
hh,W
hg,B
dg,W
cg,B
cf,W
ef,B
df,W
ch,B
cj,W
bf,B
il,W
im,B
fi,W
ej,B
be,W
ck,B
bk,W
oh,B
ng,W
bl,B
cl,W
dk,B
bm,W
mf,B
le,W
ld,B
me,W
bj,B
al,W
bi,B
dl,W
el,B
bg,W
nf,B
og,W
oe,B
qg,W
qe,B
ph,W
nj,B
qj,W
rh,B
ri,W
qh,B
nh,W
oi,B
pi,W
rg,B
pl,W
ol,B
om,W
pk,B
qk,W
pm,B
pj,W
pl,B
rl,W
rm,B
oj,W
nk,B
pn,W
qm,B
rn,W
