Move,Player
dq,B
cd,W
qp,B
pd,W
ec,B
co,W
dk,B
gq,W
ep,B
jq,W
oq,B
bq,W
dn,B
cn,W
dm,B
bl,W
de,B
ce,W
df,B
cg,W
dg,B
ch,W
dh,B
jd,W
qf,B
nc,W
ci,B
dc,W
pj,B
mq,W
eb,B
bi,W
bj,B
cj,W
di,B
bh,W
of,B
rd,W
lc,B
ld,W
kd,B
ke,W
kc,B
md,W
ib,B
ic,W
je,B
hb,W
jb,B
ie,W
jf,B
gc,W
hd,B
hc,W
nb,B
ob,W
mc,B
nd,W
na,B
fe,W
dd,B
oa,W
lb,B
ka,W
la,B
ia,W
kb,B
ha,W
le,B
kf,W
jg,B
lf,W
ja,B
hf,W
hh,B
gh,W
gi,B
hg,W
ih,B
fg,W
fh,B
gg,W
oc,B
pc,W
no,B
ql,W
qk,B
pl,W
nk,B
qo,W
rp,B
nl,W
ml,B
nm,W
mm,B
pp,W
pq,B
ok,W
oj,B
mn,W
nn,B
mo,W
fd,B
gd,W
jc,B
id,W
km,B
np,W
jp,B
iq,W
mg,B
op,W
lp,B
nr,W
mp,B
on,W
ho,B
mf,W
lg,B
rr,W
qr,B
rq,W
qq,B
ps,W
rs,B
mk,W
nj,B
go,W
hp,B
ip,W
io,B
kp,W
jo,B
kn,W
ko,B
lm,W
ll,B
ln,W
kq,B
kr,W
lr,B
lq,W
jr,B
kp,W
lo,B
jn,W
kq,B
nq,W
ks,B
sr,W
rn,B
rm,W
kl,B
rk,W
qn,B
sn,W
so,B
sq,W
rj,B
im,W
sm,B
rl,W
om,B
ol,W
pm,B
po,W
ro,B
jk,W
gm,B
hk,W
kj,B
hm,W
gl,B
jj,W
ki,B
gk,W
fk,B
fj,W
ek,B
or,W
qs,B
oo,W
nn,B
fi,W
hi,B
gj,W
eh,B
sl,W
ik,B
ij,W
il,B
jl,W
hl,B
kk,W
lk,B
jm,W
lj,B
hj,W
ns,B
sn,W
mr,B
pr,W
sj,B
qm,W
pn,B
ss,W
sm,B
qi,W
qj,B
sn,W
sp,B
sr,W
pk,B
rr,W
sk,B
no,W
sm,B
nn,W
hn,B
rq,W
ji,B
