Move,Player
dq,B
cd,W
qp,B
pd,W
co,B
op,W
oq,B
nq,W
pq,B
mp,W
qm,B
eq,W
iq,B
dr,W
cq,B
cr,W
ep,B
fq,W
fp,B
hq,W
hp,B
gp,W
go,B
gq,W
ip,B
fo,W
eo,B
fn,W
gn,B
fm,W
gm,B
fl,W
gl,B
fk,W
cl,B
gk,W
hk,B
hj,W
ik,B
ij,W
jk,B
dp,W
cp,B
dn,W
do,B
ir,W
jr,B
hs,W
lq,B
nm,W
nk,B
pm,W
pl,B
qn,W
pn,B
po,W
om,B
on,W
nr,B
pm,W
ol,B
rm,W
ql,B
rl,W
ro,B
rn,W
rk,B
rj,W
sk,B
mq,W
mr,B
lp,W
no,B
mn,W
nn,B
ml,W
pn,B
oo,W
qo,B
kq,W
lr,B
jo,W
kn,B
ko,W
ln,B
lo,W
jq,B
mk,W
mj,B
lj,W
li,B
kj,W
jj,B
ki,W
ji,B
kh,W
mi,B
jm,W
dk,B
fh,W
jh,B
kg,W
jg,B
kf,W
ff,B
dj,W
cj,B
di,W
cf,B
ci,W
bj,B
ed,W
dg,B
hg,W
hf,B
ek,W
dm,B
ef,W
eg,B
fg,W
gf,B
df,W
bh,B
eh,W
cg,B
hh,W
gc,B
fc,W
gd,B
fb,W
kd,B
pj,W
qj,B
qi,W
qk,B
oi,W
ni,B
nh,W
oh,B
ph,W
og,B
pg,W
oj,B
pi,W
of,B
pf,W
mg,B
oe,W
kl,B
mf,W
ne,B
me,W
nd,B
nf,W
ng,B
md,W
nc,B
lc,W
pc,B
qc,W
qb,B
pb,W
ob,B
oc,W
od,B
pe,W
pc,B
lg,W
mh,B
oc,W
ll,B
lk,W
pc,B
jf,W
if,B
oc,W
gg,B
gh,W
pc,B
ig,W
jb,B
oc,W
gj,B
fj,W
pc,B
io,W
ho,B
oc,W
hi,B
gi,W
pc,B
im,W
hl,B
oc,W
ii,B
bi,W
ai,B
ei,W
pc,B
kc,W
jc,B
oc,W
bd,B
bc,W
pc,B
jd,W
id,B
oc,W
cc,B
be,W
pc,B
cn,W
en,B
oc,W
dd,B
ce,W
pc,B
ck,W
bk,B
oc,W
de,B
ee,W
pc,B
je,W
rc,B
oc,W
dc,B
bb,W
pc,B
qd,W
gb,B
oc,W
bf,B
ad,W
pc,B
db,W
pa,B
rb,W
rd,B
re,W
sb,B
ri,W
pm,B
