Move,Player
qd,B
dc,W
pq,B
cp,W
nd,B
po,W
qo,B
qn,W
qp,B
pn,W
nq,B
qj,W
eq,B
df,W
id,B
do,W
cj,B
cl,W
fc,B
qg,W
bf,B
cf,W
cd,B
dd,W
bg,B
ce,W
be,B
bd,W
dh,B
kc,W
mc,B
qc,W
pd,B
je,W
jd,B
kd,W
ke,B
le,W
kf,B
md,W
nc,B
lf,W
kg,B
lg,W
kh,B
lh,W
ki,B
li,W
kj,B
rd,W
re,B
rc,W
qf,B
ob,W
pg,B
ph,W
qh,B
rg,W
rh,B
og,W
pf,B
qi,W
oh,B
pi,W
me,B
ld,W
ng,B
nh,W
hp,B
jq,W
of,B
gd,W
jb,B
gc,W
nb,B
pb,W
hq,B
kb,W
hb,B
mq,W
np,B
lo,W
mn,B
ni,W
ln,B
kn,W
ko,B
jo,W
kp,B
jp,W
lp,B
ir,W
hr,B
mp,W
mo,B
lq,W
jn,B
km,W
in,B
kq,W
lo,B
nr,W
or,B
ns,W
cr,B
ri,W
rf,B
sh,W
os,B
lr,W
bq,B
bp,W
mk,B
jc,W
ic,B
ja,W
ib,B
eh,W
fb,B
cc,W
ei,B
hf,W
he,B
ge,W
if,B
fi,W
ej,B
fh,W
dg,B
bk,W
rn,B
rm,W
ro,B
bi,W
bj,B
aj,W
ci,B
bh,W
cg,B
el,W
mf,B
gb,W
ga,B
il,W
fj,B
hi,W
hj,B
ij,W
hk,B
ik,W
ii,B
ih,W
gi,B
hh,W
gf,B
ff,W
hg,B
gg,W
jm,B
kk,W
kl,B
cq,W
ar,B
gm,W
lk,B
dk,W
dj,B
dq,W
dr,B
ep,W
ai,B
fq,W
er,B
ah,W
qm,B
rl,W
pk,B
pl,W
qk,B
ql,W
rk,B
op,W
oj,B
oi,W
mj,B
jk,W
mi,B
mh,W
lj,B
og,W
oc,B
sj,W
sk,B
rj,W
no,B
ak,W
hl,B
gj,W
fl,B
hm,W
ag,B
ae,W
ch,B
ai,W
fm,B
gh,W
ek,B
em,W
en,B
dn,W
fo,B
