Move,Player
dq,B
cd,W
qp,B
pd,W
ec,B
co,W
dl,B
op,W
cp,B
jq,W
qn,B
qq,W
rq,B
pq,W
rr,B
lp,W
do,B
ic,W
cg,B
de,W
cb,B
fd,W
fc,B
gd,W
hb,B
ib,W
hc,B
hd,W
bc,B
ha,W
di,B
qf,W
pj,B
oc,W
hq,B
fn,W
em,B
ek,W
dk,B
eo,W
en,B
ep,W
dp,B
eq,W
jp,B
kq,W
gp,B
dr,W
fo,B
fr,W
cr,B
gq,W
gn,B
hr,W
qh,B
pk,W
oj,B
pm,W
pn,B
on,W
qm,B
qj,W
pl,B
gc,W
ok,B
fb,W
be,B
rh,W
rg,B
qg,W
ri,B
rf,W
sh,B
ph,W
qi,B
mh,W
kh,B
dh,W
ch,B
kg,W
jg,B
lg,W
ih,B
jf,W
if,B
ie,W
ds,B
ei,W
eh,B
fi,W
fh,B
gh,W
gg,B
hj,W
gi,B
gj,W
hh,B
dj,W
dg,B
gl,W
fl,B
fk,W
cj,B
ji,W
er,B
fq,W
jh,B
gm,W
fm,B
jm,W
os,B
bd,W
ad,B
db,W
cc,B
dc,W
sf,B
re,W
oh,B
og,W
nr,B
nq,W
mq,B
mp,W
lr,B
om,W
in,B
ol,W
qk,B
jn,W
im,B
jl,W
iq,B
ir,W
jo,B
ko,W
kr,B
jr,W
ce,B
dd,W
nl,B
