Move,Player
dq,B
cd,W
pp,B
pd,W
ed,B
ec,W
dd,B
dc,W
ce,B
fc,W
fd,B
gd,W
cc,B
bd,W
cb,B
bc,W
gc,B
hc,W
bb,B
be,W
gb,B
fb,W
cf,B
bf,W
hb,B
db,W
ic,B
hd,W
id,B
fe,W
ef,B
ee,W
de,B
cg,W
df,B
he,W
eh,B
ie,W
je,B
jf,W
ke,B
dh,W
ff,B
ig,W
di,B
ci,W
dj,B
cj,W
dk,B
kc,W
ea,B
da,W
fa,B
ba,W
ab,B
ca,W
ga,B
ac,W
jc,B
mc,W
kf,B
kg,W
lg,B
kh,W
lh,B
ki,W
hg,B
li,W
ne,B
mf,W
me,B
oc,W
hf,B
if,W
ng,B
hh,W
ge,B
ii,W
qf,B
qe,W
pf,B
qn,W
ql,B
nq,W
np,B
mp,W
no,B
qq,W
oq,B
qp,W
mq,B
pm,W
ck,B
fq,W
do,B
iq,W
lq,B
pl,W
qj,B
dr,W
er,B
eq,W
cr,B
dp,W
cq,B
fr,W
ep,B
es,W
rf,B
re,W
se,B
sd,W
sf,B
rc,W
rm,B
pr,W
fp,B
gg,W
gp,B
fi,W
ei,B
jr,W
lb,B
pj,W
pk,B
ok,W
qk,B
kb,W
lc,B
mb,W
ld,B
la,W
oj,B
nj,W
oi,B
ni,W
nh,B
ia,W
ja,B
jb,W
ib,B
gl,W
nk,B
ol,W
mk,B
lj,W
mm,B
ll,W
nm,B
rn,W
lk,B
jl,W
fj,B
gf,W
bk,B
fm,W
kr,B
dm,W
cm,B
kp,W
kq,B
jp,W
or,B
pi,W
oh,B
cs,W
bs,B
ds,W
bq,B
dn,W
cn,B
eo,W
cp,B
mo,W
hm,B
kn,W
hl,B
gj,W
kk,B
jk,W
io,B
qm,W
js,B
hr,W
