Move,Player
dp,B
dd,W
pq,B
qd,W
qo,B
oc,W
fc,B
cf,W
db,B
cn,W
fq,B
hc,W
cc,B
ec,W
eb,B
fd,W
gd,B
gc,W
fb,B
fe,W
cl,B
em,W
dj,B
ep,W
eq,B
cp,W
do,B
co,W
cq,B
dn,W
eo,B
bq,W
cr,B
fj,W
ch,B
bj,W
fi,B
ej,W
ei,B
dk,W
gj,B
di,W
cj,B
ck,W
ci,B
bk,W
gk,B
fl,W
gi,B
ie,W
pj,B
qh,W
hm,B
lp,W
nq,B
kn,W
ll,B
mq,W
np,B
jq,W
lr,B
mr,W
kq,B
kp,W
jr,B
iq,W
ir,B
kl,W
lm,B
km,W
kk,B
jk,W
jj,B
ln,W
lk,B
hq,W
hr,B
ik,W
im,B
io,W
hf,B
he,W
jo,B
in,W
gn,B
mo,W
nm,B
lq,W
kr,B
no,W
qf,B
ij,W
ji,B
on,W
qm,B
of,W
pg,B
om,W
og,B
pl,W
ql,B
pk,W
qk,B
oj,W
oi,B
pi,W
qj,B
ni,W
oh,B
nf,W
lf,B
jg,W
kg,B
jh,W
kh,B
ii,W
gf,B
ge,W
ok,B
bd,W
bc,B
