Move,Player
dq,B
cd,W
qp,B
pd,W
cn,B
op,W
oq,B
nq,W
pq,B
mp,W
qm,B
iq,W
gq,B
cq,W
cp,B
ec,W
lq,B
mr,W
jp,B
jq,W
kq,B
kr,W
lr,B
ls,W
jr,B
ks,W
ip,B
ir,W
hr,B
js,W
di,B
dp,W
do,B
ep,W
cr,B
hp,W
hq,B
ho,W
ko,B
fr,W
er,B
fq,W
gp,B
go,W
gs,B
fp,W
fs,B
is,W
hs,B
en,W
dl,B
el,W
dk,B
hl,W
km,B
nm,W
kk,B
hj,W
nk,B
ln,W
lo,B
pm,W
ql,B
mo,W
lm,B
qn,W
rn,B
qo,W
ro,B
pp,W
qq,B
pl,W
pk,B
qf,W
fk,B
cg,W
fm,B
gm,W
fn,B
fl,W
em,B
dm,W
ek,B
gl,W
cm,B
fo,W
pb,B
nb,W
oc,B
qc,W
kc,B
lc,W
ld,B
od,W
mc,B
nc,W
nd,B
ne,W
md,B
ob,W
mb,B
pc,W
gc,B
qi,W
dn,B
hh,W
bd,B
be,W
cc,B
dd,W
db,B
eb,W
bb,B
ic,W
id,B
hc,W
hd,B
gb,W
ii,B
hi,W
ik,B
ij,W
jj,B
jl,W
jk,B
ih,W
ce,B
ad,W
bc,B
de,W
cf,B
bf,W
df,B
dg,W
ef,B
eg,W
ff,B
fg,W
gf,B
gg,W
fc,B
fb,W
jb,B
ge,W
gd,B
hf,W
fe,B
dc,W
ca,B
fd,W
he,B
ee,W
ed,B
jd,W
jc,B
fd,W
hk,B
ge,W
gk,B
kn,W
jn,B
mn,W
jm,B
qk,W
rk,B
qj,W
ng,B
ni,W
lf,B
lh,W
nf,B
me,W
le,B
bq,W
br,B
rl,W
rm,B
lj,W
nl,B
lk,W
mm,B
on,W
ol,B
om,W
ll,B
oe,W
lg,B
mk,W
ml,B
lb,W
oi,B
oh,W
kh,B
ki,W
mh,B
mi,W
li,B
dr,W
ds,B
lh,W
la,B
ie,W
li,B
eq,W
dr,B
lh,W
ib,B
ia,W
li,B
bp,W
co,B
lh,W
ja,B
kb,W
li,B
gr,W
es,B
lh,W
ka,B
lb,W
li,B
ar,W
bs,B
lh,W
hb,B
ha,W
li,B
bo,W
bn,B
lh,W
ga,B
ha,W
li,B
aq,W
ao,B
lh,W
jh,B
ji,W
li,B
as,W
ap,B
lh,W
mf,B
nh,W
li,B
ac,W
ab,B
lh,W
jf,B
jg,W
li,B
ba,W
da,B
lh,W
kg,B
je,W
li,B
jo,W
io,B
lh,W
ig,B
ke,W
li,B
ea,W
aa,B
lh,W
kf,B
