Move,Player
dp,B
dd,W
pq,B
qd,W
qo,B
oc,W
cn,B
jq,W
hq,B
oq,W
mq,B
pp,W
qp,B
mp,W
lp,B
nq,W
mo,B
np,W
pr,B
lq,W
cf,B
fc,W
bd,B
kp,W
cc,B
ic,W
ph,B
pj,W
nh,B
nj,W
oe,B
qf,W
jd,B
jc,W
kd,B
he,W
nc,B
od,W
nd,B
ne,W
pe,B
qe,W
me,B
nf,W
mf,B
of,W
ng,B
pg,W
qh,B
li,W
ob,B
pb,W
nb,B
kc,W
qb,B
qc,W
pa,B
lc,W
pc,B
pd,W
rc,B
rd,W
rb,B
rg,W
kh,B
ki,W
jh,B
ij,W
pm,B
fq,W
fp,B
ep,W
eo,B
eq,W
dq,B
dr,W
cr,B
do,W
er,B
fr,W
ds,B
fo,W
en,B
gp,W
fn,B
gn,W
gm,B
hn,W
hm,B
im,W
in,B
hp,W
il,B
jm,W
jl,B
km,W
kl,B
ll,W
lm,B
mm,W
io,B
ln,W
ho,B
go,W
ip,B
gq,W
iq,B
hr,W
ir,B
gs,W
is,B
hs,W
fs,B
es,W
lr,B
dr,W
kq,B
lo,W
er,B
fm,W
fs,B
em,W
dn,B
es,W
lq,B
dr,W
nn,B
cs,W
nm,B
fk,W
dk,B
