Move,Player
pd,B
dc,W
qp,B
dq,W
co,B
fp,W
nq,B
qc,W
qd,B
pc,W
nc,B
nb,W
mb,B
oc,W
nd,B
od,W
oe,B
ne,W
of,B
rd,W
re,B
rc,W
qf,B
ld,W
lc,B
me,W
ob,B
pe,W
qe,B
mc,W
na,B
md,W
nb,B
lb,W
kc,B
kb,W
jb,B
jc,W
kd,B
ib,W
pb,B
qb,W
pa,B
qa,W
ke,B
nf,W
sd,B
ka,W
og,B
ma,W
la,B
ja,W
hq,B
ma,W
dp,B
cq,W
eq,B
ep,W
er,B
dn,W
cn,B
cm,W
bm,B
dm,W
bl,B
do,W
cp,B
bp,W
ao,B
dr,W
gr,B
ck,W
br,B
bq,W
bk,B
cj,W
bj,B
ci,W
ds,B
cs,W
es,B
gq,W
gp,B
fq,W
fr,B
hp,W
iq,B
go,W
la,B
ar,W
bs,B
ma,W
dd,B
cd,W
la,B
bo,W
bn,B
ma,W
ce,B
ed,W
de,B
cc,W
ee,B
fd,W
bi,B
oa,W
cl,B
dl,W
ch,B
op,W
oq,B
pp,W
pq,B
qo,W
rp,B
pl,W
qj,B
gf,W
bd,B
bc,W
ej,B
dh,W
di,B
cg,W
bh,B
eg,W
dk,B
bg,W
fn,B
gn,W
el,B
jo,W
mo,B
pj,W
pk,B
qk,W
ok,B
rj,W
qi,B
rl,W
ri,B
ol,W
nk,B
ro,W
on,B
nl,W
mk,B
pn,W
in,B
kp,W
ml,B
jq,W
oo,B
po,W
qm,B
ql,W
lq,B
jr,W
rm,B
sk,W
sm,B
rn,W
il,B
cr,W
hr,B
ip,W
ap,B
as,W
an,B
lr,W
mr,B
kq,W
ls,B
ks,W
kr,B
ir,W
aq,B
lr,W
eh,B
dg,W
kr,B
fm,W
em,B
lr,W
fg,B
ff,W
kr,B
hs,W
br,B
lr,W
ms,B
lp,W
mq,B
im,W
jm,B
hm,W
jn,B
fo,W
en,B
io,W
hn,B
kn,W
hl,B
gm,W
ef,B
fh,W
gg,B
ei,W
gh,B
gi,W
hi,B
be,W
gj,B
lm,W
mm,B
jf,W
bf,B
ad,W
fi,B
kg,W
lg,B
lf,W
kh,B
ig,W
ag,B
cf,W
af,B
fe,W
lh,B
jl,W
kl,B
km,W
jk,B
eo,W
si,B
pm,W
sj,B
so,W
sp,B
mg,W
