Move,Player
dq,B
pp,W
cd,B
pc,W
qe,B
ec,W
id,B
cg,W
de,B
cj,W
dc,B
co,W
nc,B
od,W
nd,B
pf,W
qg,B
oe,W
ne,B
nf,W
mf,B
ng,W
mg,B
mh,W
lh,B
li,W
kh,B
qi,W
pi,B
qf,W
nh,B
mi,W
rf,B
pg,W
qh,B
ph,W
ri,B
qj,W
rj,B
qk,W
rd,B
kf,W
ki,B
kd,W
le,B
ke,W
ni,B
mk,W
nj,B
lg,W
nk,B
lk,W
nl,B
pb,W
kl,B
jj,W
kb,B
jb,W
lb,B
me,W
md,B
lf,W
me,B
jc,W
ob,B
rc,W
rb,B
oc,W
nb,B
qd,W
pe,B
sb,W
of,B
og,W
oh,B
of,W
ra,B
oa,W
kc,B
mb,W
ma,B
pj,W
oi,B
qb,W
jd,B
if,W
re,B
pd,W
ih,B
hg,W
sd,B
sc,W
jk,B
kj,W
ij,B
rg,W
rh,B
ji,W
jh,B
ii,W
hi,B
hj,W
lj,B
ik,W
mj,B
hh,W
gi,B
kk,W
jl,B
fh,W
fd,B
qn,W
ml,B
gj,W
ll,B
ij,W
ep,B
jq,W
dn,B
cm,W
el,B
ej,W
lq,B
gq,W
cn,B
bn,W
bm,B
bp,W
an,B
bo,W
cl,B
dm,W
em,B
do,W
en,B
eo,W
fo,B
fp,W
fq,B
gp,W
br,B
cq,W
cr,B
dp,W
eq,B
fr,W
er,B
es,W
dr,B
bq,W
gr,B
ao,W
hr,B
fn,W
go,B
gn,W
ho,B
hn,W
bl,B
