Move,Player
dq,B
dd,W
qp,B
qd,W
co,B
op,W
oq,B
nq,W
pq,B
mp,W
qn,B
iq,W
gq,B
oc,W
cf,B
fc,W
bd,B
cc,W
ci,B
io,W
ph,B
om,W
qe,B
pe,W
pf,B
oe,W
rd,B
re,W
qf,B
rc,W
pl,B
rf,W
of,B
ne,W
rg,B
pj,W
ol,B
nj,W
mg,B
nl,W
nm,B
ml,W
on,B
mm,W
nn,B
mn,W
jc,B
qi,W
mi,B
mj,W
ki,B
ck,W
cm,B
ek,W
ei,B
gk,W
bc,B
hc,W
mb,B
lf,W
ob,B
pb,W
nc,B
oa,W
na,B
nb,W
hb,B
ma,W
gb,B
gc,W
ic,B
df,W
dg,B
ce,W
be,B
cg,W
bf,B
eg,W
dh,B
qh,W
me,B
mf,W
nf,B
mc,W
jf,B
ld,W
fb,B
eb,W
he,B
ff,W
ee,B
ge,W
de,B
hf,W
hd,B
gd,W
ed,B
ec,W
je,B
hh,W
kg,B
kd,W
hp,B
ip,W
hr,B
nh,W
ni,B
kf,W
jh,B
oi,W
mh,B
oh,W
ng,B
ig,W
jg,B
eo,W
fp,B
jj,W
jd,B
fo,W
em,B
fm,W
ir,B
jr,W
kr,B
jq,W
kj,B
kk,W
js,B
rl,W
lq,B
or,W
lp,B
mo,W
pr,B
po,W
rm,B
ql,W
qm,B
mr,W
ko,B
jn,W
en,B
fn,W
dk,B
dl,W
dj,B
dn,W
cl,B
ps,W
qs,B
os,W
qq,B
lr,W
kq,B
rr,W
qr,B
ie,W
id,B
cn,W
bn,B
dm,W
do,B
ep,W
eq,B
el,W
dp,B
ls,W
ks,B
qg,W
qk,B
rk,W
rj,B
pk,W
sl,B
qj,W
sk,B
qk,W
cb,B
fi,W
lk,B
ii,W
kn,B
bk,W
bm,B
ia,W
kb,B
ka,W
lb,B
la,W
ja,B
jb,W
ib,B
ja,W
ha,B
na,W
if,B
jk,W
fj,B
ej,W
fh,B
gi,W
eh,B
fg,W
jm,B
im,W
jo,B
in,W
kc,B
lj,W
ji,B
km,W
lm,B
kl,W
ln,B
ri,W
ef,B
sj,W
sm,B
qo,W
ro,B
pn,W
pm,B
no,W
ok,B
oo,W
om,B
ho,W
gh,B
gg,W
pg,B
ll,W
cd,B
dc,W
nk,B
mk,W
ih,B
hg,W
ke,B
le,W
fe,B
fa,W
lg,B
li,W
lh,B
hq,W
gp,B
go,W
gr,B
lo,W
kp,B
oj,W
rq,B
hi,W
ca,B
gf,W
is,B
md,W
bb,B
