Move,Player
dq,B
cd,W
pp,B
pd,W
ec,B
co,W
df,B
ed,W
fd,B
ee,W
dc,B
ce,W
cc,B
ci,W
ep,B
dm,W
nq,B
qj,W
nc,B
pf,W
qc,B
pc,W
pb,B
ob,W
qb,B
oc,W
re,B
rf,W
qe,B
qf,W
nb,B
na,W
jc,B
jp,W
hq,B
rp,W
qn,B
rn,W
qm,B
pq,W
qq,B
qp,W
pr,B
po,W
oq,B
qo,W
rm,B
no,W
nm,B
mp,W
mq,B
pl,W
pm,B
on,W
om,B
hp,W
gp,B
ho,W
go,B
iq,W
hr,B
hm,W
gn,B
jm,W
oj,B
pe,W
ri,B
qi,W
rj,B
rh,W
qk,B
hd,W
fe,B
ff,W
ef,B
cf,W
dh,B
ch,W
gf,B
fg,W
gg,B
fh,W
gh,B
gi,W
fi,B
ei,W
fj,B
eh,W
dj,B
ej,W
ek,B
fk,W
gj,B
el,W
hi,B
ge,W
gc,B
je,W
hn,B
in,W
il,B
im,W
ld,B
le,W
me,B
kd,W
lf,B
ke,W
mf,B
kc,W
lb,B
lc,W
mc,B
kb,W
ma,B
oa,W
jg,B
hc,W
hb,B
ib,W
gb,B
gd,W
fc,B
md,W
nd,B
ne,W
ld,B
ig,W
jh,B
md,W
nf,B
oe,W
ld,B
ih,W
ii,B
md,W
dk,B
di,W
ld,B
kg,W
md,B
ji,W
kh,B
lh,W
kf,B
jf,W
ki,B
jj,W
kj,B
jk,W
kk,B
jl,W
ic,B
id,W
hf,B
if,W
gk,B
fl,W
jb,B
ka,W
ia,B
jd,W
qd,B
pk,W
ql,B
si,W
rk,B
oi,W
ni,B
oh,W
pj,B
nj,W
nk,B
nh,W
mi,B
pi,W
mj,B
se,W
sd,B
sf,W
he,B
bq,W
hk,B
ij,W
br,B
cq,W
cr,B
dr,W
er,B
kq,W
bd,B
be,W
sb,B
rr,W
rq,B
sq,W
qr,B
bc,W
bb,B
ad,W
ja,B
gl,W
hh,B
hj,W
hg,B
