Move,Player
dq,B
cd,W
pp,B
pd,W
ed,B
ec,W
fc,B
dc,W
co,B
nq,W
qn,B
pr,W
qf,B
nc,W
lq,B
qq,W
oq,B
nr,W
np,B
ro,W
mq,B
qo,W
pn,B
rn,W
ql,B
fd,W
dj,B
en,W
eo,B
dn,W
fo,B
cn,W
bo,B
gm,W
dl,B
ek,W
el,B
fn,W
go,B
fk,W
dk,B
hk,W
gc,B
fe,W
jc,B
dh,W
bm,B
po,W
oo,B
on,W
ol,B
nn,W
or,B
os,W
mr,B
ns,W
lo,B
ln,W
ko,B
pi,W
oj,B
ll,W
jm,B
jl,W
km,B
kl,W
lm,B
mm,W
oi,B
pg,W
qd,B
qc,W
pe,B
od,W
qg,B
ph,W
ri,B
qj,W
rj,B
qk,W
pk,B
rl,W
rd,B
mk,W
rk,B
qm,W
pm,B
pl,W
qp,B
rp,W
ql,B
rm,W
of,B
ng,W
og,B
oh,W
nh,B
pl,W
mh,B
om,W
mf,B
kb,W
kc,B
lb,W
jb,B
rc,W
ms,B
ps,W
bh,B
bn,W
an,B
hd,W
cf,B
ke,W
lc,B
mc,W
je,B
jf,W
ie,B
lg,W
mg,B
if,W
he,B
gd,W
hc,B
id,W
jd,B
gg,W
eb,B
db,W
ka,B
mb,W
ea,B
ga,W
gb,B
ha,W
hb,B
da,W
ia,B
df,W
cg,B
dg,W
ci,B
cm,W
cl,B
do,W
dp,B
im,W
io,B
sd,W
ei,B
sf,W
rg,B
li,W
lh,B
kh,W
ce,B
de,W
be,B
bd,W
ad,B
ch,W
bj,B
fi,W
fl,B
gl,W
fj,B
gj,W
ej,B
eh,W
gk,B
fk,W
hf,B
hg,W
no,B
in,W
gn,B
fm,W
jo,B
cp,W
bl,B
ac,W
ae,B
ne,W
nf,B
kf,W
ic,B
bc,W
mi,B
mj,W
hn,B
nl,W
hm,B
hl,W
qi,B
pj,W
ok,B
pq,W
op,B
la,W
ja,B
qh,W
rh,B
sg,W
re,B
se,W
mo,B
mn,W
md,B
me,W
ld,B
le,W
lf,B
kg,W
gf,B
ff,W
pf,B
ql,W
sk,B
rf,W
qe,B
sh,W
si,B
sc,W
sl,B
sm,W
ek,B
gk,W
jn,B
il,W
ni,B
nd,W
di,B
