Move,Player
dp,B
dd,W
pq,B
qd,W
od,B
mc,W
qc,B
qg,W
pf,B
rc,W
pg,B
pc,W
qf,B
oc,W
qj,B
jq,W
kp,B
kq,W
lp,B
lq,W
mq,B
gq,W
mr,B
qo,W
qp,B
pn,W
pl,B
nn,W
oo,B
on,W
nl,B
ql,W
qk,B
rp,W
rq,B
pp,W
qq,B
ol,W
qm,B
ok,W
nk,B
oj,W
pm,B
om,W
mi,B
pi,W
rh,B
ln,W
ll,B
jn,W
mo,B
mn,W
jp,B
kl,W
kk,B
jl,W
jk,B
ik,W
iq,B
ij,W
hq,B
dn,W
gp,B
lj,W
lk,B
mj,W
ki,B
li,W
ji,B
mh,W
kg,B
mf,W
hh,B
fp,W
go,B
cq,W
cp,B
dq,W
ep,B
eq,W
fo,B
fq,W
bp,B
bq,W
dj,B
dl,W
en,B
gi,W
ek,B
gh,W
hf,B
gg,W
gk,B
hg,W
jf,B
ig,W
lg,B
mg,W
ke,B
qi,W
ri,B
hd,W
lc,B
md,W
jc,B
ic,W
jd,B
qh,W
rg,B
jg,W
jh,B
lf,W
kf,B
he,W
kb,B
re,W
rf,B
ld,W
hi,B
gj,W
hj,B
hk,W
gl,B
im,W
ib,B
hb,W
ha,B
gb,W
mb,B
kd,W
kc,B
nb,W
ma,B
ci,W
cj,B
ap,W
ao,B
aq,W
cd,B
ie,W
je,B
ce,W
be,B
ga,W
ia,B
bd,W
cc,B
bc,W
bf,B
de,W
cg,B
na,W
la,B
bo,W
dc,B
cb,W
ec,B
db,W
bb,B
ab,W
ba,B
ca,W
ef,B
fe,W
bl,B
co,W
eo,B
lh,W
kh,B
eh,W
ee,B
ed,W
ad,B
aa,W
fd,B
fc,W
dh,B
rn,W
rm,B
ja,W
jb,B
bm,W
cm,B
cl,W
bn,B
am,W
al,B
dm,W
an,B
bk,W
bj,B
cn,W
ck,B
bm,W
oh,B
oi,W
if,B
gf,W
hr,B
ei,W
di,B
gr,W
sp,B
kj,W
jj,B
no,W
ro,B
oq,W
qn,B
or,W
op,B
np,W
po,B
mp,W
lr,B
nq,W
nd,B
pd,W
oe,B
lo,W
nc,B
ob,W
pr,B
am,W
ak,B
io,W
lm,B
km,W
hl,B
il,W
hn,B
ip,W
jr,B
fm,W
fk,B
em,W
gs,B
fs,W
hs,B
ko,W
kr,B
eb,W
eg,B
nh,W
