Move,Player
pd,B
dd,W
pq,B
po,W
qo,B
qn,W
qp,B
dp,W
pn,B
qf,W
fq,B
nc,W
cn,B
dn,W
dm,B
en,W
cp,B
cq,W
co,B
dr,W
oe,B
qc,W
pg,B
pc,W
qi,B
jp,W
lq,B
ck,W
do,B
ep,W
eo,B
fp,W
fn,B
ek,W
cf,B
ce,W
df,B
fd,W
di,B
fi,W
fg,B
bi,W
hg,B
id,W
ii,B
fl,W
fm,B
hl,W
ko,B
pj,W
pi,B
nj,W
pm,B
kk,W
ik,B
il,W
lk,B
lj,W
kj,B
kl,W
mj,B
li,W
mi,B
mk,W
ll,B
jj,W
mh,B
lh,W
mg,B
lg,W
lm,B
mf,W
nf,B
me,W
he,B
hd,W
fe,B
gd,W
fj,B
ej,W
ei,B
gi,W
gj,B
hj,W
hi,B
gk,W
gh,B
fk,W
qd,B
rd,W
re,B
rc,W
qe,B
ne,W
og,B
od,W
se,B
if,W
hf,B
ch,W
ie,B
je,W
jf,B
kf,W
bf,B
bd,W
jg,B
pf,W
of,B
kr,W
lr,B
kn,W
ln,B
kp,W
lp,B
jo,W
kq,B
lo,W
mo,B
bm,W
bn,B
bp,W
bl,B
cl,W
cm,B
bk,W
am,B
ge,W
gf,B
jq,W
jr,B
ir,W
ks,B
ee,W
ef,B
ff,W
fh,B
dh,W
eh,B
go,W
km,B
jm,W
ij,B
is,W
iq,B
hq,W
ke,B
jd,W
in,B
jn,W
gn,B
hn,W
hm,B
ho,W
be,B
js,W
ad,B
bc,W
de,B
kr,W
cd,B
cc,W
jr,B
ak,W
al,B
kr,W
bq,B
br,W
jr,B
mn,W
ko,B
rg,W
qg,B
lo,W
mm,B
kr,W
oc,B
ob,W
jr,B
rf,W
pe,B
kr,W
dc,B
ed,W
jr,B
nn,W
ko,B
nh,W
ng,B
lo,W
nm,B
kr,W
mr,B
ls,W
ms,B
ac,W
ki,B
mp,W
ko,B
ji,W
kg,B
lo,W
no,B
np,W
ko,B
lf,W
kh,B
lo,W
oo,B
jh,W
ig,B
jk,W
hk,B
gj,W
im,B
dl,W
ks,B
em,W
el,B
em,W
en,B
ls,W
ao,B
aq,W
ks,B
bg,W
jr,B
dg,W
eg,B
kr,W
nd,B
md,W
jr,B
ce,W
kr,B
io,W
ih,B
jl,W
gm,B
cd,W
sd,B
sc,W
cj,B
dj,W
ci,B
bj,W
ag,B
ah,W
ap,B
ko,W
bo,B
bq,W
gl,B
fo,W
cg,B
bh,W
af,B
fe,W
ae,B
el,W
