Move,Player
qd,B
dc,W
pq,B
cp,W
oc,B
eq,W
qo,B
ci,W
pj,B
jd,W
jp,B
de,W
lc,B
ke,W
gq,B
lq,W
nq,B
lo,W
kn,B
nr,W
or,B
np,W
mq,B
mp,W
mr,B
mm,W
fo,B
pn,W
qn,B
pl,W
pm,B
om,W
qm,B
ho,W
dn,B
jo,W
ko,B
kp,W
io,B
ip,W
jn,B
jq,W
hp,B
jo,W
in,B
fn,W
go,B
eo,W
en,B
fm,W
el,B
fl,W
fk,B
hl,W
ek,B
gk,W
em,B
fi,W
ei,B
eh,W
gj,B
fj,W
hj,B
il,W
jl,B
ik,W
di,B
dh,W
fh,B
gh,W
fg,B
gi,W
ch,B
cg,W
bh,B
dg,W
cj,B
fp,W
do,B
ep,W
gp,B
fr,W
iq,B
jp,W
ll,B
nk,W
cq,B
bp,W
dp,B
dq,W
br,B
bq,W
cr,B
ar,W
ii,B
kk,W
jk,B
ij,W
jj,B
hi,W
dr,B
er,W
bs,B
ds,W
gr,B
aq,W
bo,B
as,W
ih,B
ji,W
kj,B
jh,W
jb,B
bi,W
bj,B
nd,W
nc,B
ic,W
ib,B
hc,W
on,B
nn,W
hb,B
oo,W
gc,B
gd,W
fc,B
fd,W
db,B
ec,W
eb,B
qe,W
pd,B
cb,W
cc,B
bb,W
qg,B
bg,W
ai,B
qi,W
qj,B
pi,W
rj,B
rd,W
rc,B
pg,W
pf,B
qf,W
rg,B
pe,W
of,B
oe,W
nf,B
md,W
ld,B
im,W
hm,B
mf,W
ph,B
oi,W
ne,B
me,W
od,B
lk,W
kl,B
ir,W
gn,B
gl,W
jm,B
lm,W
ig,B
jg,W
mk,B
lj,W
gg,B
hg,W
if,B
hf,W
jf,B
