Move,Player
dp,B
pp,W
dc,B
pc,W
ch,B
cn,W
co,B
dn,W
fp,B
dk,W
ej,B
dj,W
eh,B
jc,W
hc,B
qf,W
bl,B
bn,W
cl,B
dl,W
ci,B
gm,W
go,B
gj,W
kq,B
de,W
fj,B
gk,W
gh,B
ge,W
fd,B
cc,W
cb,B
db,W
cd,B
bc,W
dd,B
bb,W
eb,B
ca,W
nq,B
qn,W
em,B
fn,W
in,B
gi,W
hh,B
fi,W
ei,B
jj,W
jh,B
jp,W
jq,B
cq,W
bo,B
eq,W
ep,B
fq,W
gq,B
dq,W
gr,B
bp,W
ap,B
aq,W
ao,B
fr,W
en,B
fh,W
fg,B
md,W
li,B
lk,W
kk,B
kj,W
lj,B
ii,W
ih,B
kl,W
mk,B
jk,W
ml,B
kn,W
ql,B
qi,W
cp,B
bq,W
jm,B
km,W
mn,B
jn,W
il,B
hp,W
io,B
ip,W
jo,B
ko,W
kp,B
hl,W
ho,B
ik,W
fl,B
kh,W
ki,B
ji,W
ll,B
mj,W
kk,B
kg,W
jf,B
lk,W
mh,B
nj,W
kk,B
mo,W
no,B
lk,W
ng,B
kf,W
kk,B
gg,W
gf,B
lk,W
pg,B
oh,W
kk,B
ff,W
hg,B
lk,W
og,B
qg,W
kk,B
eg,W
gg,B
lk,W
ph,B
pi,W
kk,B
nn,W
nm,B
lk,W
qh,B
rh,W
kk,B
on,W
lo,B
lk,W
ri,B
rj,W
kk,B
hj,W
gl,B
lk,W
oi,B
oj,W
kk,B
fk,W
eo,B
lk,W
rg,B
si,W
kk,B
ef,W
he,B
lk,W
oe,B
pf,W
kk,B
bk,W
lk,B
ck,W
ek,B
el,W
fm,B
hm,W
im,B
bg,W
bj,B
aj,W
ai,B
ak,W
cg,B
cf,W
bh,B
af,W
dm,B
ah,W
ag,B
di,W
dh,B
ah,W
bi,B
mp,W
ln,B
