Move,Player
dq,B
pp,W
cd,B
pc,W
qe,B
ec,W
hd,B
do,W
cm,B
cq,W
gq,B
dp,W
dr,B
fp,W
bo,B
gp,W
hr,B
iq,W
cp,B
hq,W
fr,B
cl,W
bm,B
el,W
dc,B
de,W
dd,B
gd,W
ed,B
he,W
ie,B
id,W
hc,B
gc,W
ic,B
jd,W
ge,B
hf,W
jc,B
fe,W
kd,B
je,W
nc,B
jf,W
od,B
rc,W
dg,B
gf,W
ee,B
qj,W
qn,B
qo,W
pn,B
np,W
ql,B
oj,W
mm,B
lc,W
kc,B
pe,W
pd,B
qd,W
qf,B
pf,W
pg,B
ne,W
qh,B
mc,W
pb,B
qb,W
me,B
le,W
mf,B
nd,W
oc,B
md,W
oe,B
nf,W
of,B
ng,W
nb,B
mb,W
eb,B
gb,W
mj,B
ni,W
lq,B
lp,W
kp,B
lo,W
kq,B
ko,W
qq,B
pq,W
jo,B
jn,W
io,B
in,W
ho,B
hp,W
ir,B
ro,W
hn,B
hm,W
gm,B
gn,W
hl,B
im,W
gl,B
jp,W
il,B
km,W
em,B
di,W
nr,B
or,W
mi,B
nk,W
nh,B
mh,W
oh,B
mk,W
rj,B
kj,W
ki,B
jj,W
ih,B
hi,W
hh,B
gi,W
gh,B
lh,W
fi,B
fj,W
fh,B
ej,W
ij,B
ii,W
ji,B
hj,W
lk,B
lj,W
li,B
jh,W
kk,B
ik,W
