Move,Player
dq,B
cd,W
pp,B
pd,W
ec,B
co,W
dk,B
gq,W
ep,B
jq,W
cp,B
cg,W
nc,B
qf,W
pb,B
qn,W
nq,B
rp,W
qq,B
qk,W
qc,B
ic,W
df,B
dc,W
dd,B
cc,W
cf,B
ed,W
fd,B
ee,W
dg,B
fe,W
ch,B
do,W
eo,B
en,W
fn,B
em,W
cm,B
fm,W
gn,B
fk,W
hd,B
fc,W
hc,B
me,W
ld,B
id,W
he,B
ie,W
hf,B
le,W
gb,B
eb,W
gg,B
hl,W
in,B
kl,W
lq,B
er,W
dr,B
bp,W
bq,B
dp,W
fr,B
cq,W
cr,B
fq,W
eq,B
gr,W
es,B
lr,W
mr,B
lp,W
kq,B
kp,W
kr,B
ho,W
hn,B
kn,W
oj,B
qi,W
om,B
mc,W
md,B
nd,W
lc,B
oc,W
mb,B
ke,W
ne,B
od,W
ob,B
nf,W
pl,B
ql,W
il,B
ik,W
hk,B
im,W
gl,B
jl,W
gk,B
ek,W
ck,B
gm,W
hm,B
il,W
ip,B
jp,W
io,B
gi,W
hi,B
hh,W
gj,B
fi,W
gh,B
di,W
ih,B
ci,W
ej,B
fj,W
ei,B
eh,W
dj,B
fh,W
dh,B
ij,W
hj,B
ii,W
hg,B
ef,W
ib,B
jb,W
jc,B
ia,W
jd,B
hb,W
je,B
gc,W
if,B
ib,W
kh,B
fl,W
hh,B
iq,W
lm,B
hp,W
fo,B
km,W
re,B
rd,W
qd,B
qe,W
rf,B
rg,W
rc,B
br,W
cp,B
jf,W
kf,B
cq,W
aq,B
ap,W
cp,B
jg,W
kg,B
cq,W
qg,B
ar,W
cs,B
sf,W
sd,B
pg,W
qh,B
ph,W
rh,B
ri,W
sg,B
on,W
nh,B
oi,W
ni,B
po,W
pj,B
pi,W
lk,B
ll,W
be,B
op,W
oq,B
rq,W
kb,B
qr,W
pr,B
qp,W
pq,B
mk,W
mj,B
nk,W
nj,B
bn,W
ab,B
ak,W
bl,B
al,W
am,B
bm,W
aj,B
an,W
bk,B
bb,W
bd,B
bc,W
rr,B
sr,W
rs,B
nm,W
no,B
ol,W
pk,B
pm,W
mn,B
mp,W
np,B
li,W
lh,B
ji,W
jh,B
lj,W
jr,B
mg,W
mh,B
ir,W
ac,B
mm,W
ln,B
am,W
bi,B
gd,W
lf,B
mf,W
si,B
rj,W
ki,B
kj,W
ka,B
ga,W
jn,B
ko,W
mq,B
dm,W
