Move,Player
dq,B
cd,W
qp,B
pd,W
cn,B
op,W
oq,B
nq,W
pq,B
mp,W
qn,B
iq,W
gq,B
io,W
fc,B
dc,W
jc,B
lc,W
df,B
ee,W
ef,B
gd,W
gc,B
hd,W
hc,B
id,W
jd,B
dj,W
jf,B
hg,W
fi,B
co,W
do,B
cp,W
dn,B
cq,W
dr,B
bn,W
bm,B
ao,W
cr,B
cm,W
bl,B
dp,W
ep,B
br,W
bs,B
ar,W
fo,B
bp,W
dl,B
bf,W
jp,B
jq,W
ed,B
de,W
cf,B
be,W
ch,B
ec,W
nc,B
nd,W
od,B
oc,W
oe,B
pc,W
md,B
ke,W
ne,B
je,W
mb,B
qf,W
ic,B
if,W
qg,B
rg,W
rh,B
qh,W
pg,B
rf,W
qi,B
om,W
kp,B
ip,W
kn,B
kq,W
no,B
pn,W
np,B
mq,W
mo,B
qm,W
rn,B
mm,W
nl,B
nk,W
nm,B
ok,W
ol,B
pl,W
ml,B
ph,W
pk,B
qk,W
