Move,Player
dq,B
cd,W
qp,B
pd,W
co,B
op,W
oq,B
nq,W
pq,B
dr,W
eq,B
mp,W
nc,B
qf,W
qn,B
iq,W
fc,B
oc,W
nd,B
id,W
dd,B
de,W
cc,B
bc,W
dc,B
be,W
ee,B
df,W
ef,B
eg,W
bb,B
fg,W
ac,B
ck,W
gq,B
cq,W
br,B
ld,W
lq,B
mr,W
jr,B
kp,W
jp,B
jq,W
kq,B
ko,W
ir,B
po,W
qo,B
nf,W
nn,B
mo,W
jc,B
lb,W
ph,B
pg,W
qh,B
om,W
on,B
oj,W
nh,B
mj,W
lh,B
pn,W
pm,B
pp,W
pl,B
ol,W
ok,B
nk,W
pk,B
mm,W
me,B
pj,W
mf,B
qk,W
rl,B
rk,W
ql,B
nb,W
ob,B
pb,W
jd,B
je,W
ke,B
kd,W
ic,B
ie,W
kf,B
hc,W
hb,B
ig,W
kj,B
jh,W
ki,B
ij,W
lk,B
ml,W
ni,B
nj,W
pe,B
qe,W
od,B
pc,W
of,B
og,W
ng,B
cm,W
bn,B
fp,W
fq,B
qj,W
ej,B
fl,W
cj,B
dk,W
ch,B
fe,W
dj,B
do,W
dn,B
cn,W
cp,B
bm,W
bf,B
bg,W
cg,B
cf,W
dg,B
af,W
ff,B
gf,W
ed,B
bh,W
bi,B
dh,W
ci,B
bd,W
gk,B
fk,W
fj,B
gj,W
gi,B
hj,W
gg,B
gh,W
fh,B
hg,W
eh,B
gg,W
bk,B
fi,W
dm,B
dl,W
bl,B
bo,W
bp,B
en,W
ei,B
oh,W
mb,B
oa,W
mc,B
ma,W
ip,B
qr,W
qq,B
or,W
pr,B
ps,W
rr,B
al,W
aj,B
ho,W
jk,B
il,W
oi,B
pi,W
qs,B
pf,W
oe,B
mi,W
mh,B
ah,W
ai,B
sl,W
sm,B
sk,W
rm,B
an,W
fo,B
ap,W
aq,B
dp,W
bq,B
eo,W
fn,B
em,W
gp,B
kh,W
li,B
kg,W
kb,B
lc,W
lg,B
ib,W
gc,B
jb,W
hd,B
kc,W
hc,B
ab,W
hi,B
ii,W
hm,B
im,W
hn,B
hl,W
in,B
ad,W
ba,B
jn,W
jo,B
gm,W
gn,B
lr,W
kr,B
he,W
os,B
nr,W
km,B
lm,W
kn,B
jm,W
kl,B
ep,W
ln,B
mn,W
jf,B
ik,W
ao,B
fm,W
hq,B
ap,W
