Move,Player
dq,B
cd,W
qp,B
pd,W
co,B
op,W
oq,B
nq,W
pq,B
mp,W
qn,B
eq,W
iq,B
dr,W
cq,B
cr,W
lq,B
lp,W
nr,B
kq,W
mq,B
kp,W
io,B
ep,W
do,B
fn,W
ck,B
gq,W
np,B
lm,W
im,B
kk,W
ik,B
ji,W
fl,B
em,W
dl,B
el,W
ek,B
fk,W
ej,B
fj,W
ii,B
fi,W
jh,B
ki,W
hh,B
ig,W
ih,B
lg,W
dh,B
eg,W
jf,B
dg,W
kh,B
lh,W
li,B
il,W
jl,B
hl,W
jk,B
jm,W
km,B
jn,W
kn,B
jo,W
mi,B
no,W
ln,B
mn,W
mm,B
nm,W
ll,B
nk,W
hk,B
gl,W
ch,B
fc,W
cc,B
dd,W
qf,B
nc,W
qc,B
qd,W
rd,B
re,W
rc,B
qe,W
ob,B
nb,W
oc,B
od,W
nd,B
oa,W
pc,B
pf,W
pa,B
lc,W
ne,B
jd,W
rf,B
sf,W
pg,B
of,W
qh,B
og,W
id,B
ni,W
kd,B
jc,W
kc,B
kb,W
lb,B
ld,W
ke,B
jb,W
le,B
la,W
nl,B
ol,W
mk,B
pi,W
om,B
ml,W
oe,B
pe,W
nl,B
jr,W
qi,B
ml,W
pj,B
oj,W
pk,B
nl,W
pl,B
mj,W
lj,B
lk,W
kj,B
je,W
kf,B
if,W
gg,B
ge,W
gi,B
dm,W
cm,B
ei,W
di,B
be,W
bg,B
sh,W
rj,B
mh,W
jj,B
mf,W
me,B
on,W
oh,B
nh,W
na,B
mb,W
ff,B
fe,W
bc,B
db,W
dc,B
eb,W
bf,B
ae,W
br,B
bs,W
aq,B
pm,W
qm,B
sj,W
sk,B
si,W
rk,B
lr,W
hf,B
he,W
ie,B
hd,W
mr,B
ms,W
eo,B
fo,W
