Move,Player
dq,B
cd,W
qp,B
pd,W
co,B
op,W
oq,B
nq,W
pq,B
mp,W
qn,B
eq,W
ep,B
fq,W
dr,B
iq,W
ed,B
ec,W
dd,B
dc,W
ce,B
fc,W
bd,B
cc,W
df,B
fp,W
eo,B
cj,W
ch,B
ej,W
cl,B
bf,W
be,B
cg,W
dg,B
bh,W
dh,B
ck,W
dl,B
gj,W
ge,B
ic,W
qf,B
qe,W
pf,B
nd,W
pj,B
qh,W
ph,B
rf,W
rg,B
re,W
qg,B
fh,W
gg,B
om,W
ko,B
kq,W
lc,B
nc,W
jp,B
jq,W
ke,B
po,W
qo,B
kl,W
il,B
jj,W
ij,B
ii,W
jk,B
hj,W
kk,B
ik,W
ll,B
je,W
jf,B
ie,W
if,B
kf,W
he,B
jc,W
me,B
kg,W
mg,B
le,W
md,B
fd,W
fe,B
fg,W
ff,B
hg,W
hf,B
kj,W
gh,B
gi,W
hh,B
lk,W
jl,B
km,W
lm,B
jn,W
hm,B
kn,W
ln,B
jo,W
mk,B
lj,W
nl,B
mj,W
nj,B
ni,W
oi,B
ok,W
nk,B
nh,W
ne,B
ol,W
oj,B
no,W
ql,B
bl,W
bm,B
gn,W
gm,B
fn,W
fm,B
sg,W
sh,B
sf,W
rh,B
en,W
fk,B
ek,W
el,B
gk,W
hn,B
ip,W
bc,B
bb,W
ab,B
ba,W
jg,B
kd,W
pb,B
pc,W
ho,B
hp,W
mb,B
ob,W
gs,B
bk,W
lp,B
lq,W
hr,B
ir,W
dn,B
kb,W
or,B
nr,W
lb,B
am,W
bn,B
ng,W
nf,B
fr,W
fs,B
es,W
er,B
gr,W
ds,B
ih,W
ig,B
kp,W
hc,B
gc,W
hd,B
hb,W
lo,B
os,W
ps,B
ns,W
pp,B
pn,W
nm,B
qm,W
rm,B
pm,W
pk,B
nn,W
mh,B
mi,W
nb,B
qb,W
bi,B
ci,W
af,B
ai,W
an,B
hq,W
hs,B
is,W
es,B
gl,W
hl,B
fl,W
em,B
go,W
al,B
pl,W
rk,B
qr,W
pr,B
rl,W
sl,B
oe,W
of,B
jh,W
lh,B
la,W
kc,B
jb,W
pe,B
od,W
gp,B
gq,W
fo,B
gp,W
fi,B
ei,W
eh,B
fj,W
oa,B
pa,W
id,B
jd,W
mn,B
lf,W
mf,B
kh,W
ag,B
bg,W
ae,B
ac,W
ah,B
bj,W
ad,B
li,W
og,B
io,W
ak,B
hk,W
cf,B
bi,W
na,B
ld,W
mc,B
cb,W
ef,B
