Move,Player
dq,B
cd,W
qp,B
pd,W
co,B
op,W
oq,B
nq,W
pq,B
mp,W
qn,B
eq,W
ep,B
fq,W
dr,B
iq,W
ed,B
ec,W
fc,B
dc,W
gd,B
cf,W
nc,B
kd,W
qf,B
ne,W
pc,B
qc,W
qd,B
oc,W
pb,B
ob,W
od,B
pe,W
nb,B
qe,W
pj,B
qb,W
oa,B
pf,W
me,B
md,W
nd,B
nf,W
ld,B
le,W
mc,B
mf,W
ke,B
md,W
lc,B
hc,W
gb,B
jd,W
lf,B
me,W
kf,B
if,W
gf,B
he,W
ef,B
ih,W
ki,B
kb,W
lb,B
fg,W
ff,B
dh,W
fh,B
ij,W
kk,B
kh,W
lh,B
jh,W
mg,B
li,W
mi,B
lj,W
kj,B
lk,W
ll,B
nj,W
ni,B
nk,W
nl,B
ol,W
nm,B
ok,W
om,B
kl,W
jk,B
ql,W
qk,B
pl,W
qg,B
pg,W
ph,B
oh,W
oi,B
km,W
re,B
rd,W
ik,B
ml,W
qi,B
ng,W
lm,B
mm,W
ln,B
mn,W
lo,B
mo,W
jn,B
kp,W
jp,B
jq,W
dg,B
cg,W
hj,B
gh,W
eh,B
gg,W
di,B
eg,W
ch,B
df,W
ib,B
gj,W
gk,B
hi,W
hk,B
ej,W
dj,B
el,W
fj,B
fi,W
gi,B
ge,W
hd,B
gj,W
fk,B
id,W
ic,B
cn,W
cl,B
do,W
cp,B
fo,W
eo,B
en,W
fn,B
fp,W
dp,B
gn,W
fm,B
hm,W
gm,B
jm,W
in,B
kn,W
hn,B
jo,W
fe,B
ei,W
dh,B
ek,W
gi,B
ck,W
dk,B
dl,W
bk,B
gj,W
cm,B
dn,W
gi,B
cj,W
bh,B
gj,W
bn,B
bj,W
bl,B
gi,W
im,B
bg,W
ai,B
go,W
jl,B
ko,W
hl,B
jf,W
eb,B
db,W
da,B
rh,W
qh,B
ca,W
ea,B
cb,W
rf,B
je,W
mh,B
rb,W
rl,B
rm,W
rk,B
qm,W
rn,B
sn,W
so,B
sm,W
rp,B
or,W
pr,B
ns,W
gs,B
ps,W
qr,B
aj,W
ak,B
gr,W
hf,B
hg,W
fs,B
hs,W
er,B
fr,W
es,B
hr,W
oo,B
jb,W
qs,B
