Move,Player
dq,B
cd,W
pp,B
pd,W
ed,B
ec,W
fc,B
dc,W
co,B
nq,W
qn,B
pr,W
qf,B
nc,W
lq,B
qq,W
oq,B
nr,W
np,B
ro,W
or,B
os,W
mq,B
qo,W
po,B
qm,W
rn,B
pn,W
rm,B
ql,W
rl,B
qk,W
rk,B
qj,W
on,B
pm,W
rj,B
qi,W
ri,B
qp,W
qh,B
mk,W
mr,B
ns,W
ll,B
lk,W
kk,B
kl,W
ml,B
nk,W
jk,B
km,W
ln,B
kn,W
lo,B
hm,W
io,B
gn,W
hk,B
il,W
ik,B
gp,W
iq,B
dn,W
do,B
en,W
bm,B
dk,W
fd,B
de,W
jd,B
qe,W
rf,B
li,W
ih,B
ff,W
lc,B
he,W
id,B
jg,W
fk,B
hq,W
ir,B
cm,W
bl,B
di,W
fh,B
jh,W
dh,B
ch,W
ei,B
ej,W
fj,B
dg,W
eh,B
ci,W
rd,B
qc,W
fb,B
ii,W
hh,B
eq,W
ep,B
dr,W
er,B
fq,W
cr,B
fr,W
ds,B
lb,W
mb,B
mc,W
kb,B
ld,W
kc,B
nb,W
fm,B
eo,W
gm,B
hn,W
da,B
cb,W
la,B
nn,W
ms,B
ps,W
mn,B
no,W
mo,B
nm,W
hl,B
jp,W
jo,B
cn,W
bn,B
ko,W
ip,B
kq,W
jq,B
kp,W
kr,B
im,W
oh,B
re,W
se,B
rc,W
bj,B
bi,W
ca,B
ba,W
eb,B
db,W
ea,B
bc,W
nl,B
ol,W
so,B
sp,W
sn,B
hr,W
sq,B
sr,W
rp,B
rq,W
sp,B
rr,W
oe,B
lm,W
is,B
mm,W
me,B
nf,W
ne,B
mg,W
of,B
qd,W
na,B
pb,W
sd,B
sc,W
sf,B
oa,W
ng,B
mf,W
mh,B
lh,W
kf,B
mi,W
nh,B
lg,W
pi,B
oo,W
op,B
hi,W
gi,B
le,W
jf,B
gg,W
gh,B
fe,W
hd,B
ma,W
lb,B
cj,W
bk,B
fp,W
dp,B
el,W
hj,B
ji,W
oj,B
pe,W
pf,B
fl,W
gl,B
aj,W
ge,B
gf,W
gd,B
if,W
ak,B
ai,W
ek,B
em,W
dj,B
pq,W
mp,B
ej,W
ie,B
hf,W
dj,B
ck,W
cl,B
dl,W
od,B
oc,W
ef,B
ee,W
eg,B
df,W
kj,B
pj,W
ok,B
pk,W
fs,B
gs,W
es,B
hs,W
fn,B
nj,W
fo,B
hp,W
oi,B
lj,W
ej,B
ke,W
je,B
na,W
ks,B
