Move,Player
dq,B
pp,W
cd,B
pc,W
ec,B
do,W
co,B
cn,W
cp,B
bd,W
ce,B
dm,W
qn,B
nq,W
gq,B
ci,W
qf,B
qo,W
pn,B
pi,W
qk,B
qd,W
od,B
oc,W
md,B
of,W
nc,B
ne,W
nd,B
pe,W
jd,B
rj,W
qj,B
qi,W
rk,B
ri,W
qq,B
ro,W
or,B
pq,W
pr,B
rq,W
oq,B
op,W
np,B
nr,W
rr,B
qp,W
qr,B
sr,W
rn,B
os,W
mp,B
lq,W
oo,B
rs,W
be,B
he,W
pd,B
qe,W
qc,B
qb,W
rc,B
rb,W
nb,B
pa,W
cl,B
bm,W
cj,B
dj,W
dk,B
bj,W
bk,B
ck,W
ob,B
pb,W
cj,B
dp,W
cq,B
ck,W
mq,B
mr,W
cj,B
fp,W
fq,B
ck,W
so,B
ps,W
cj,B
ek,W
ej,B
ck,W
re,B
rd,W
cj,B
di,W
el,B
fk,W
dl,B
gm,W
en,B
bl,W
fl,B
gl,W
bi,B
ck,W
po,B
qs,W
cj,B
eq,W
er,B
ck,W
gk,B
fj,W
cj,B
em,W
aj,B
fm,W
ei,B
cm,W
ck,B
fi,W
eh,B
fh,W
hk,B
ch,W
bh,B
eg,W
cg,B
dh,W
il,B
in,W
gf,B
je,W
id,B
ie,W
gc,B
kd,W
kc,B
ke,W
ld,B
fd,W
fc,B
hd,W
hc,B
nn,W
hh,B
jc,W
ic,B
hi,W
ii,B
ih,W
gi,B
hg,W
hj,B
jh,W
km,B
ok,W
ep,B
om,W
jo,B
lo,W
fo,B
bo,W
bp,B
jn,W
kn,B
ko,W
io,B
ho,W
hp,B
ip,W
jp,B
jq,W
iq,B
kp,W
ip,B
jl,W
jm,B
im,W
hm,B
hl,W
hn,B
ik,W
nl,B
ol,W
jj,B
im,W
kl,B
kk,W
jk,B
lk,W
il,B
lc,W
jb,B
jl,W
lj,B
kj,W
il,B
kb,W
ki,B
li,W
ij,B
jc,W
kh,B
kc,W
mj,B
mk,W
nk,B
nj,W
mi,B
ni,W
mh,B
ml,W
mf,B
lg,W
lh,B
mg,W
ng,B
nf,W
og,B
pf,W
jg,B
lf,W
ig,B
jr,W
nh,B
pg,W
gg,B
fe,W
ef,B
al,W
