Move,Player
dq,B
pp,W
cd,B
pc,W
pe,B
qe,W
pd,B
qd,W
oc,B
qf,W
pf,B
pg,W
qc,B
pb,W
rc,B
qb,W
qg,B
qh,W
rb,B
ob,W
rg,B
rf,W
nc,B
nb,W
rh,B
rd,W
qi,B
ph,W
pi,B
of,W
ne,B
oe,W
od,B
mc,W
nd,B
oh,W
le,B
oi,W
lc,B
md,W
me,B
ld,W
kd,B
mb,W
ke,B
qk,W
se,B
sd,W
sf,B
sb,W
oj,B
pj,W
rj,B
nj,W
ok,B
rk,W
sg,B
ra,W
pl,B
mi,W
rm,B
qm,W
ql,B
rl,W
rn,B
qn,W
qo,B
om,W
nk,B
mk,W
nl,B
po,W
qp,B
qq,W
rq,B
rr,W
rp,B
so,W
ro,B
mm,W
nm,B
nn,W
ol,B
ml,W
pn,B
pq,W
lj,B
mj,W
mn,B
on,W
pm,B
mo,W
ln,B
lo,W
kn,B
ko,W
jn,B
ip,W
jj,B
jl,W
il,B
ki,W
ji,B
jk,W
ik,B
kj,W
io,B
jh,W
hp,B
iq,W
ih,B
jg,W
ig,B
jf,W
id,B
if,W
kh,B
kk,W
jo,B
kq,W
hi,B
ij,W
ii,B
lg,W
hq,B
ed,W
gd,B
ef,W
hf,B
cf,W
kp,B
lq,W
ch,B
cc,W
cn,B
co,W
dn,B
cq,W
dp,B
cp,W
bo,B
he,W
ge,B
gf,W
hg,B
ie,W
hd,B
im,W
hm,B
di,W
dc,B
dd,W
cb,B
bc,W
ec,B
fc,W
fb,B
ci,W
bb,B
bd,W
dr,B
ir,W
ck,B
bm,W
bn,B
dk,W
dl,B
ek,W
el,B
gk,W
fl,B
hj,W
ff,B
gg,W
gh,B
fg,W
eg,B
fh,W
gj,B
hk,W
fi,B
eh,W
fk,B
hl,W
bj,B
hn,W
ho,B
bi,W
ai,B
ah,W
aj,B
bh,W
fd,B
fe,W
hr,B
kb,W
kc,B
jb,W
mg,B
lh,W
