Move,Player
dq,B
cd,W
qp,B
pd,W
ec,B
co,W
dk,B
op,W
lp,B
jq,W
mq,B
gq,W
ep,B
qq,W
pq,B
pp,W
oq,B
nq,W
nr,B
qo,W
rp,B
np,W
pr,B
lr,W
mr,B
ro,W
rq,B
qk,W
cf,B
de,W
df,B
ee,W
ef,B
fd,W
gc,B
ff,W
fg,B
gf,W
cc,B
bc,W
db,B
cb,W
dc,B
gg,W
fh,B
ic,W
bb,B
ab,W
ba,B
be,W
hc,B
bf,W
bg,B
id,W
hi,B
bh,W
ch,B
ag,W
cg,B
bi,W
cj,B
jg,W
qc,B
pc,W
qd,B
qf,W
rf,B
bq,W
pb,B
ob,W
qb,B
ib,W
hb,B
nc,W
qe,B
pe,W
qg,B
pf,W
cn,B
bn,W
dn,B
cr,W
pn,B
po,W
go,B
er,W
ql,B
pl,W
qm,B
pk,W
on,B
nn,W
nm,B
mn,W
om,B
mm,W
nk,B
ml,W
ok,B
ph,W
pg,B
og,W
qh,B
pi,W
ni,B
nh,W
li,B
ji,W
kj,B
jj,W
kk,B
jk,W
kl,B
kn,W
jl,B
jo,W
lg,B
mh,W
lh,B
hn,W
hl,B
gn,W
do,B
bo,W
gp,B
hq,W
le,B
kf,W
lf,B
lc,W
dr,B
ds,W
cq,B
eq,W
br,B
cs,W
fq,B
fr,W
fp,B
cp,W
dp,B
ar,W
ip,B
hp,W
ko,B
lo,W
kp,B
jp,W
kr,B
jr,W
bm,B
bl,W
am,B
cl,W
bk,B
fl,W
dl,B
cm,W
al,B
an,W
ak,B
em,W
dm,B
hk,W
ik,B
ij,W
gk,B
il,W
im,B
jn,W
ik,B
hj,W
gl,B
il,W
ho,B
in,W
ik,B
gj,W
fk,B
il,W
lq,B
mp,W
ik,B
rr,W
qr,B
il,W
nf,B
of,W
ik,B
ha,W
ga,B
il,W
hm,B
jm,W
ik,B
ia,W
fc,B
il,W
oi,B
oh,W
ik,B
nl,W
ol,B
il,W
jh,B
ih,W
ik,B
fa,W
gb,B
il,W
gr,B
hr,W
ik,B
fj,W
ej,B
il,W
mo,B
ln,W
ik,B
mi,W
mj,B
il,W
qi,B
pj,W
ik,B
lk,W
lj,B
il,W
oo,B
no,W
ik,B
ca,W
da,B
il,W
sm,B
sn,W
ik,B
qn,W
il,B
pm,W
rj,B
rk,W
sk,B
fn,W
fi,B
ke,W
hh,B
hg,W
kh,B
ii,W
sl,B
rm,W
ld,B
kd,W
ce,B
dd,W
gd,B
he,W
io,B
ne,W
md,B
nd,W
mc,B
mb,W
sj,B
rl,W
aa,B
ac,W
af,B
ah,W
bd,B
ad,W
bj,B
